"","state","date","vaccinations"
"1770","District of Columbia",2021-05-12,7957
"1771","District of Columbia",2021-05-13,7812
"1772","District of Columbia",2021-05-14,7774
"1773","District of Columbia",2021-05-15,7205
"1774","District of Columbia",2021-05-16,8356
"1775","District of Columbia",2021-05-17,8509
"1776","District of Columbia",2021-05-18,8228
"1777","District of Columbia",2021-05-19,7347
"1778","District of Columbia",2021-05-20,7650
"1779","District of Columbia",2021-05-21,8013
"1780","District of Columbia",2021-05-22,8052
"1781","District of Columbia",2021-05-23,6948
"1782","District of Columbia",2021-05-24,5881
"1783","District of Columbia",2021-05-25,5464
"1784","District of Columbia",2021-05-26,5377
"1785","District of Columbia",2021-05-27,4950
"1786","District of Columbia",2021-05-28,4682
"1787","District of Columbia",2021-05-29,4402
"1788","District of Columbia",2021-05-30,3618
"1789","District of Columbia",2021-05-31,3372
"1790","District of Columbia",2021-06-01,3270
"1791","District of Columbia",2021-06-02,2937
"1792","District of Columbia",2021-06-03,2648
"1793","District of Columbia",2021-06-04,1997
"1794","District of Columbia",2021-06-05,1792
"1795","District of Columbia",2021-06-06,1398
"1796","District of Columbia",2021-06-07,2021
"1797","District of Columbia",2021-06-08,2096
"1798","District of Columbia",2021-06-09,2249
"1799","District of Columbia",2021-06-10,2407
"1800","District of Columbia",2021-06-11,2067
"1801","Federated States of Micronesia",2021-01-13,141
"1802","Federated States of Micronesia",2021-01-14,90
"1803","Federated States of Micronesia",2021-01-15,90
"1804","Federated States of Micronesia",2021-01-16,114
"1805","Federated States of Micronesia",2021-01-17,128
"1806","Federated States of Micronesia",2021-01-18,138
"1807","Federated States of Micronesia",2021-01-19,145
"1808","Federated States of Micronesia",2021-01-20,170
"1809","Federated States of Micronesia",2021-01-21,212
"1810","Federated States of Micronesia",2021-01-22,260
"1811","Federated States of Micronesia",2021-01-23,268
"1812","Federated States of Micronesia",2021-01-24,241
"1813","Federated States of Micronesia",2021-01-25,215
"1814","Federated States of Micronesia",2021-01-26,220
"1815","Federated States of Micronesia",2021-01-27,212
"1816","Federated States of Micronesia",2021-01-28,202
"1817","Federated States of Micronesia",2021-01-29,207
"1818","Federated States of Micronesia",2021-01-30,173
"1819","Federated States of Micronesia",2021-01-31,173
"1820","Federated States of Micronesia",2021-02-01,336
"1821","Federated States of Micronesia",2021-02-02,393
"1822","Federated States of Micronesia",2021-02-03,430
"1823","Federated States of Micronesia",2021-02-04,457
"1824","Federated States of Micronesia",2021-02-05,434
"1825","Federated States of Micronesia",2021-02-06,481
"1826","Federated States of Micronesia",2021-02-07,493
"1827","Federated States of Micronesia",2021-02-08,334
"1828","Federated States of Micronesia",2021-02-09,286
"1829","Federated States of Micronesia",2021-02-10,252
"1830","Federated States of Micronesia",2021-02-11,238
"1831","Federated States of Micronesia",2021-02-12,249
"1832","Federated States of Micronesia",2021-02-13,271
"1833","Federated States of Micronesia",2021-02-14,286
"1834","Federated States of Micronesia",2021-02-15,321
"1835","Federated States of Micronesia",2021-02-16,322
"1836","Federated States of Micronesia",2021-02-17,369
"1837","Federated States of Micronesia",2021-02-18,393
"1838","Federated States of Micronesia",2021-02-19,406
"1839","Federated States of Micronesia",2021-02-20,337
"1840","Federated States of Micronesia",2021-02-21,397
"1841","Federated States of Micronesia",2021-02-22,357
"1842","Federated States of Micronesia",2021-02-23,317
"1843","Federated States of Micronesia",2021-02-24,342
"1844","Federated States of Micronesia",2021-02-25,314
"1845","Federated States of Micronesia",2021-02-26,318
"1846","Federated States of Micronesia",2021-02-27,390
"1847","Federated States of Micronesia",2021-02-28,360
"1848","Federated States of Micronesia",2021-03-01,404
"1849","Federated States of Micronesia",2021-03-02,501
"1850","Federated States of Micronesia",2021-03-03,456
"1851","Federated States of Micronesia",2021-03-04,465
"1852","Federated States of Micronesia",2021-03-05,468
"1853","Federated States of Micronesia",2021-03-06,472
"1854","Federated States of Micronesia",2021-03-07,433
"1855","Federated States of Micronesia",2021-03-08,389
"1856","Federated States of Micronesia",2021-03-09,347
"1857","Federated States of Micronesia",2021-03-10,319
"1858","Federated States of Micronesia",2021-03-11,302
"1859","Federated States of Micronesia",2021-03-12,284
"1860","Federated States of Micronesia",2021-03-13,279
"1861","Federated States of Micronesia",2021-03-14,293
"1862","Federated States of Micronesia",2021-03-15,299
"1863","Federated States of Micronesia",2021-03-16,331
"1864","Federated States of Micronesia",2021-03-17,351
"1865","Federated States of Micronesia",2021-03-18,313
"1866","Federated States of Micronesia",2021-03-19,363
"1867","Federated States of Micronesia",2021-03-20,364
"1868","Federated States of Micronesia",2021-03-21,346
"1869","Federated States of Micronesia",2021-03-22,345
"1870","Federated States of Micronesia",2021-03-23,291
"1871","Federated States of Micronesia",2021-03-24,269
"1872","Federated States of Micronesia",2021-03-25,306
"1873","Federated States of Micronesia",2021-03-26,262
"1874","Federated States of Micronesia",2021-03-27,236
"1875","Federated States of Micronesia",2021-03-28,242
"1876","Federated States of Micronesia",2021-03-29,266
"1877","Federated States of Micronesia",2021-03-30,293
"1878","Federated States of Micronesia",2021-03-31,318
"1879","Federated States of Micronesia",2021-04-01,307
"1880","Federated States of Micronesia",2021-04-02,245
"1881","Federated States of Micronesia",2021-04-03,232
"1882","Federated States of Micronesia",2021-04-04,214
"1883","Federated States of Micronesia",2021-04-05,224
"1884","Federated States of Micronesia",2021-04-06,207
"1885","Federated States of Micronesia",2021-04-07,213
"1886","Federated States of Micronesia",2021-04-08,221
"1887","Federated States of Micronesia",2021-04-09,221
"1888","Federated States of Micronesia",2021-04-10,279
"1889","Federated States of Micronesia",2021-04-11,279
"1890","Federated States of Micronesia",2021-04-12,264
"1891","Federated States of Micronesia",2021-04-13,283
"1892","Federated States of Micronesia",2021-04-14,265
"1893","Federated States of Micronesia",2021-04-15,230
"1894","Federated States of Micronesia",2021-04-16,321
"1895","Federated States of Micronesia",2021-04-17,293
"1896","Federated States of Micronesia",2021-04-18,293
"1897","Federated States of Micronesia",2021-04-19,331
"1898","Federated States of Micronesia",2021-04-20,327
"1899","Federated States of Micronesia",2021-04-21,273
"1900","Federated States of Micronesia",2021-04-22,273
"1901","Federated States of Micronesia",2021-04-23,321
"1902","Federated States of Micronesia",2021-04-24,258
"1903","Federated States of Micronesia",2021-04-25,258
"1904","Federated States of Micronesia",2021-04-26,327
"1905","Federated States of Micronesia",2021-04-27,415
"1906","Federated States of Micronesia",2021-04-28,415
"1907","Federated States of Micronesia",2021-04-29,612
"1908","Federated States of Micronesia",2021-04-30,474
"1909","Federated States of Micronesia",2021-05-01,571
"1910","Federated States of Micronesia",2021-05-02,571
"1911","Federated States of Micronesia",2021-05-03,457
"1912","Federated States of Micronesia",2021-05-04,358
"1913","Federated States of Micronesia",2021-05-05,399
"1914","Federated States of Micronesia",2021-05-06,255
"1915","Federated States of Micronesia",2021-05-07,255
"1916","Federated States of Micronesia",2021-05-08,274
"1917","Federated States of Micronesia",2021-05-09,274
"1918","Federated States of Micronesia",2021-05-10,320
"1919","Federated States of Micronesia",2021-05-11,300
"1920","Federated States of Micronesia",2021-05-12,329
"1921","Federated States of Micronesia",2021-05-13,306
"1922","Federated States of Micronesia",2021-05-14,306
"1923","Federated States of Micronesia",2021-05-15,189
"1924","Federated States of Micronesia",2021-05-16,189
"1925","Federated States of Micronesia",2021-05-17,127
"1926","Federated States of Micronesia",2021-05-18,99
"1927","Federated States of Micronesia",2021-05-19,315
"1928","Federated States of Micronesia",2021-05-20,285
"1929","Federated States of Micronesia",2021-05-21,366
"1930","Federated States of Micronesia",2021-05-22,366
"1931","Federated States of Micronesia",2021-05-23,366
"1932","Federated States of Micronesia",2021-05-24,529
"1933","Federated States of Micronesia",2021-05-25,588
"1934","Federated States of Micronesia",2021-05-26,303
"1935","Federated States of Micronesia",2021-05-27,330
"1936","Federated States of Micronesia",2021-05-28,283
"1937","Federated States of Micronesia",2021-05-29,283
"1938","Federated States of Micronesia",2021-05-30,283
"1939","Federated States of Micronesia",2021-05-31,159
"1940","Federated States of Micronesia",2021-06-01,139
"1941","Federated States of Micronesia",2021-06-02,202
"1942","Federated States of Micronesia",2021-06-03,176
"1943","Federated States of Micronesia",2021-06-04,189
"1944","Federated States of Micronesia",2021-06-05,273
"1945","Federated States of Micronesia",2021-06-06,273
"1946","Federated States of Micronesia",2021-06-07,234
"1947","Federated States of Micronesia",2021-06-08,312
"1948","Federated States of Micronesia",2021-06-09,264
"1949","Federated States of Micronesia",2021-06-10,264
"1950","Federated States of Micronesia",2021-06-11,242
"1951","Florida",2021-01-13,71958
"1952","Florida",2021-01-14,70522
"1953","Florida",2021-01-15,73214
"1954","Florida",2021-01-16,75010
"1955","Florida",2021-01-17,76089
"1956","Florida",2021-01-18,76807
"1957","Florida",2021-01-19,77321
"1958","Florida",2021-01-20,76368
"1959","Florida",2021-01-21,66499
"1960","Florida",2021-01-22,65899
"1961","Florida",2021-01-23,79360
"1962","Florida",2021-01-24,75844
"1963","Florida",2021-01-25,64359
"1964","Florida",2021-01-26,57258
"1965","Florida",2021-01-27,56074
"1966","Florida",2021-01-28,66754
"1967","Florida",2021-01-29,68838
"1968","Florida",2021-01-30,57314
"1969","Florida",2021-01-31,59262
"1970","Florida",2021-02-01,65798
"1971","Florida",2021-02-02,67522
"1972","Florida",2021-02-03,71525
"1973","Florida",2021-02-04,73786
"1974","Florida",2021-02-05,66357
"1975","Florida",2021-02-06,70806
"1976","Florida",2021-02-07,92557
"1977","Florida",2021-02-08,86021
"1978","Florida",2021-02-09,97594
"1979","Florida",2021-02-10,100338
"1980","Florida",2021-02-11,104854
"1981","Florida",2021-02-12,136471
"1982","Florida",2021-02-13,137942
"1983","Florida",2021-02-14,122904
"1984","Florida",2021-02-15,132271
"1985","Florida",2021-02-16,123957
"1986","Florida",2021-02-17,123862
"1987","Florida",2021-02-18,123071
"1988","Florida",2021-02-19,140344
"1989","Florida",2021-02-20,122067
"1990","Florida",2021-02-21,131314
"1991","Florida",2021-02-22,122457
"1992","Florida",2021-02-23,115287
"1993","Florida",2021-02-24,114305
"1994","Florida",2021-02-25,112282
"1995","Florida",2021-02-26,72297
"1996","Florida",2021-02-27,88065
"1997","Florida",2021-02-28,93910
"1998","Florida",2021-03-01,93905
"1999","Florida",2021-03-02,95984
"2000","Florida",2021-03-03,94949
"2001","Florida",2021-03-04,101286
"2002","Florida",2021-03-05,106303
"2003","Florida",2021-03-06,123715
"2004","Florida",2021-03-07,122290
"2005","Florida",2021-03-08,122410
"2006","Florida",2021-03-09,126219
"2007","Florida",2021-03-10,128975
"2008","Florida",2021-03-11,145410
"2009","Florida",2021-03-12,166386
"2010","Florida",2021-03-13,188491
"2011","Florida",2021-03-14,172548
"2012","Florida",2021-03-15,173075
"2013","Florida",2021-03-16,176638
"2014","Florida",2021-03-17,180340
"2015","Florida",2021-03-18,170088
"2016","Florida",2021-03-19,152970
"2017","Florida",2021-03-20,138571
"2018","Florida",2021-03-21,154086
"2019","Florida",2021-03-22,153563
"2020","Florida",2021-03-23,150404
"2021","Florida",2021-03-24,152025
"2022","Florida",2021-03-25,154331
"2023","Florida",2021-03-26,161041
"2024","Florida",2021-03-27,150122
"2025","Florida",2021-03-28,154874
"2026","Florida",2021-03-29,155060
"2027","Florida",2021-03-30,164950
"2028","Florida",2021-03-31,166657
"2029","Florida",2021-04-01,168390
"2030","Florida",2021-04-02,168103
"2031","Florida",2021-04-03,167914
"2032","Florida",2021-04-04,184977
"2033","Florida",2021-04-05,184369
"2034","Florida",2021-04-06,177187
"2035","Florida",2021-04-07,177565
"2036","Florida",2021-04-08,188503
"2037","Florida",2021-04-09,197104
"2038","Florida",2021-04-10,205115
"2039","Florida",2021-04-11,192345
"2040","Florida",2021-04-12,216603
"2041","Florida",2021-04-13,220399
"2042","Florida",2021-04-14,213749
"2043","Florida",2021-04-15,207087
"2044","Florida",2021-04-16,199990
"2045","Florida",2021-04-17,198529
"2046","Florida",2021-04-18,212170
"2047","Florida",2021-04-19,188071
"2048","Florida",2021-04-20,185440
"2049","Florida",2021-04-21,192906
"2050","Florida",2021-04-22,186583
"2051","Florida",2021-04-23,184891
"2052","Florida",2021-04-24,174740
"2053","Florida",2021-04-25,152192
"2054","Florida",2021-04-26,172678
"2055","Florida",2021-04-27,173147
"2056","Florida",2021-04-28,171188
"2057","Florida",2021-04-29,165262
"2058","Florida",2021-04-30,156839
"2059","Florida",2021-05-01,176482
"2060","Florida",2021-05-02,146980
"2061","Florida",2021-05-03,136806
"2062","Florida",2021-05-04,129632
"2063","Florida",2021-05-05,124384
"2064","Florida",2021-05-06,125626
"2065","Florida",2021-05-07,132080
"2066","Florida",2021-05-08,109127
"2067","Florida",2021-05-09,134198
"2068","Florida",2021-05-10,147489
"2069","Florida",2021-05-11,155908
"2070","Florida",2021-05-12,154214
"2071","Florida",2021-05-13,149261
"2072","Florida",2021-05-14,138343
"2073","Florida",2021-05-15,153406
"2074","Florida",2021-05-16,128252
"2075","Florida",2021-05-17,118952
"2076","Florida",2021-05-18,115068
"2077","Florida",2021-05-19,113079
"2078","Florida",2021-05-20,115226
"2079","Florida",2021-05-21,116480
"2080","Florida",2021-05-22,102958
"2081","Florida",2021-05-23,115828
"2082","Florida",2021-05-24,112229
"2083","Florida",2021-05-25,109670
"2084","Florida",2021-05-26,107894
"2085","Florida",2021-05-27,99723
"2086","Florida",2021-05-28,94865
"2087","Florida",2021-05-29,81944
"2088","Florida",2021-05-30,80619
"2089","Florida",2021-05-31,77932
"2090","Florida",2021-06-01,78681
"2091","Florida",2021-06-02,73826
"2092","Florida",2021-06-03,67133
"2093","Florida",2021-06-04,64299
"2094","Florida",2021-06-05,65464
"2095","Florida",2021-06-06,65040
"2096","Florida",2021-06-07,68096
"2097","Florida",2021-06-08,68572
"2098","Florida",2021-06-09,74121
"2099","Florida",2021-06-10,82540
"2100","Florida",2021-06-11,72565
"2101","Georgia",2021-01-13,28185
"2102","Georgia",2021-01-14,30367
"2103","Georgia",2021-01-15,20245
"2104","Georgia",2021-01-16,20248
"2105","Georgia",2021-01-17,20250
"2106","Georgia",2021-01-18,20251
"2107","Georgia",2021-01-19,20252
"2108","Georgia",2021-01-20,28327
"2109","Georgia",2021-01-21,31794
"2110","Georgia",2021-01-22,53169
"2111","Georgia",2021-01-23,50358
"2112","Georgia",2021-01-24,47464
"2113","Georgia",2021-01-25,44570
"2114","Georgia",2021-01-26,50893
"2115","Georgia",2021-01-27,45117
"2116","Georgia",2021-01-28,44336
"2117","Georgia",2021-01-29,29544
"2118","Georgia",2021-01-30,36097
"2119","Georgia",2021-01-31,43160
"2120","Georgia",2021-02-01,46636
"2121","Georgia",2021-02-02,38782
"2122","Georgia",2021-02-03,37453
"2123","Georgia",2021-02-04,34833
"2124","Georgia",2021-02-05,34476
"2125","Georgia",2021-02-06,34588
"2126","Georgia",2021-02-07,34263
"2127","Georgia",2021-02-08,33889
"2128","Georgia",2021-02-09,34269
"2129","Georgia",2021-02-10,35545
"2130","Georgia",2021-02-11,37854
"2131","Georgia",2021-02-12,31628
"2132","Georgia",2021-02-13,32847
"2133","Georgia",2021-02-14,41671
"2134","Georgia",2021-02-15,41120
"2135","Georgia",2021-02-16,41927
"2136","Georgia",2021-02-17,35656
"2137","Georgia",2021-02-18,42314
"2138","Georgia",2021-02-19,63968
"2139","Georgia",2021-02-20,65423
"2140","Georgia",2021-02-21,59020
"2141","Georgia",2021-02-22,59729
"2142","Georgia",2021-02-23,58141
"2143","Georgia",2021-02-24,63689
"2144","Georgia",2021-02-25,56090
"2145","Georgia",2021-02-26,41854
"2146","Georgia",2021-02-27,40474
"2147","Georgia",2021-02-28,31656
"2148","Georgia",2021-03-01,28421
"2149","Georgia",2021-03-02,29231
"2150","Georgia",2021-03-03,30608
"2151","Georgia",2021-03-04,32206
"2152","Georgia",2021-03-05,34177
"2153","Georgia",2021-03-06,34002
"2154","Georgia",2021-03-07,42017
"2155","Georgia",2021-03-08,45624
"2156","Georgia",2021-03-09,45880
"2157","Georgia",2021-03-10,39354
"2158","Georgia",2021-03-11,42373
"2159","Georgia",2021-03-12,49346
"2160","Georgia",2021-03-13,53327
"2161","Georgia",2021-03-14,55396
"2162","Georgia",2021-03-15,56869
"2163","Georgia",2021-03-16,57724
"2164","Georgia",2021-03-17,57880
"2165","Georgia",2021-03-18,60380
"2166","Georgia",2021-03-19,44629
"2167","Georgia",2021-03-20,61709
"2168","Georgia",2021-03-21,64791
"2169","Georgia",2021-03-22,70124
"2170","Georgia",2021-03-23,67261
"2171","Georgia",2021-03-24,78336
"2172","Georgia",2021-03-25,75471
"2173","Georgia",2021-03-26,88592
"2174","Georgia",2021-03-27,72552
"2175","Georgia",2021-03-28,72009
"2176","Georgia",2021-03-29,69056
"2177","Georgia",2021-03-30,72172
"2178","Georgia",2021-03-31,70478
"2179","Georgia",2021-04-01,73684
"2180","Georgia",2021-04-02,74934
"2181","Georgia",2021-04-03,75653
"2182","Georgia",2021-04-04,63079
"2183","Georgia",2021-04-05,67503
"2184","Georgia",2021-04-06,70733
"2185","Georgia",2021-04-07,86768
"2186","Georgia",2021-04-08,84425
"2187","Georgia",2021-04-09,86363
"2188","Georgia",2021-04-10,73424
"2189","Georgia",2021-04-11,73427
"2190","Georgia",2021-04-12,61618
"2191","Georgia",2021-04-13,114659
"2192","Georgia",2021-04-14,85469
"2193","Georgia",2021-04-15,87986
"2194","Georgia",2021-04-16,86029
"2195","Georgia",2021-04-17,100311
"2196","Georgia",2021-04-18,113539
"2197","Georgia",2021-04-19,124972
"2198","Georgia",2021-04-20,71356
"2199","Georgia",2021-04-21,84806
"2200","Georgia",2021-04-22,83235
"2201","Georgia",2021-04-23,80955
"2202","Georgia",2021-04-24,79306
"2203","Georgia",2021-04-25,66001
"2204","Georgia",2021-04-26,66930
"2205","Georgia",2021-04-27,68153
"2206","Georgia",2021-04-28,68552
"2207","Georgia",2021-04-29,68264
"2208","Georgia",2021-04-30,68163
"2209","Georgia",2021-05-01,66414
"2210","Georgia",2021-05-02,76569
"2211","Georgia",2021-05-03,64319
"2212","Georgia",2021-05-04,63329
"2213","Georgia",2021-05-05,59384
"2214","Georgia",2021-05-06,47809
"2215","Georgia",2021-05-07,53555
"2216","Georgia",2021-05-08,50559
"2217","Georgia",2021-05-09,48459
"2218","Georgia",2021-05-10,53758
"2219","Georgia",2021-05-11,51874
"2220","Georgia",2021-05-12,51312
"2221","Georgia",2021-05-13,58303
"2222","Georgia",2021-05-14,46235
"2223","Georgia",2021-05-15,44683
"2224","Georgia",2021-05-16,36524
"2225","Georgia",2021-05-17,40369
"2226","Georgia",2021-05-18,36258
"2227","Georgia",2021-05-19,30420
"2228","Georgia",2021-05-20,35958
"2229","Georgia",2021-05-21,35959
"2230","Georgia",2021-05-22,36165
"2231","Georgia",2021-05-23,40827
"2232","Georgia",2021-05-24,31512
"2233","Georgia",2021-05-25,31481
"2234","Georgia",2021-05-26,36257
"2235","Georgia",2021-05-27,28251
"2236","Georgia",2021-05-28,22193
"2237","Georgia",2021-05-29,15260
"2238","Georgia",2021-05-30,10506
"2239","Georgia",2021-05-31,24480
"2240","Georgia",2021-06-01,38493
"2241","Georgia",2021-06-02,33431
"2242","Georgia",2021-06-03,28914
"2243","Georgia",2021-06-04,53142
"2244","Georgia",2021-06-05,53064
"2245","Georgia",2021-06-06,63576
"2246","Georgia",2021-06-07,49665
"2247","Georgia",2021-06-08,45901
"2248","Georgia",2021-06-09,46181
"2249","Georgia",2021-06-10,46061
"2250","Georgia",2021-06-11,21628
"2251","Guam",2021-01-13,0
"2252","Guam",2021-01-14,0
"2253","Guam",2021-01-15,0
"2254","Guam",2021-01-16,0
"2255","Guam",2021-01-17,0
"2256","Guam",2021-01-18,0
"2257","Guam",2021-01-19,0
"2258","Guam",2021-01-20,0
"2259","Guam",2021-01-21,0
"2260","Guam",2021-01-22,0
"2261","Guam",2021-01-23,0
"2262","Guam",2021-01-24,0
"2263","Guam",2021-01-25,0
"2264","Guam",2021-01-26,1931
"2265","Guam",2021-01-27,2067
"2266","Guam",2021-01-28,2247
"2267","Guam",2021-01-29,2495
"2268","Guam",2021-01-30,2666
"2269","Guam",2021-01-31,2666
"2270","Guam",2021-02-01,2808
"2271","Guam",2021-02-02,1072
"2272","Guam",2021-02-03,1115
"2273","Guam",2021-02-04,935
"2274","Guam",2021-02-05,874
"2275","Guam",2021-02-06,929
"2276","Guam",2021-02-07,1017
"2277","Guam",2021-02-08,896
"2278","Guam",2021-02-09,873
"2279","Guam",2021-02-10,911
"2280","Guam",2021-02-11,1132
"2281","Guam",2021-02-12,1221
"2282","Guam",2021-02-13,1256
"2283","Guam",2021-02-14,1293
"2284","Guam",2021-02-15,1335
"2285","Guam",2021-02-16,1226
"2286","Guam",2021-02-17,1223
"2287","Guam",2021-02-18,1240
"2288","Guam",2021-02-19,1569
"2289","Guam",2021-02-20,1520
"2290","Guam",2021-02-21,1408
"2291","Guam",2021-02-22,1503
"2292","Guam",2021-02-23,1571
"2293","Guam",2021-02-24,1501
"2294","Guam",2021-02-25,1427
"2295","Guam",2021-02-26,829
"2296","Guam",2021-02-27,837
"2297","Guam",2021-02-28,962
"2298","Guam",2021-03-01,810
"2299","Guam",2021-03-02,700
"2300","Guam",2021-03-03,560
"2301","Guam",2021-03-04,496
"2302","Guam",2021-03-05,529
"2303","Guam",2021-03-06,319
"2304","Guam",2021-03-07,182
"2305","Guam",2021-03-08,190
"2306","Guam",2021-03-09,428
"2307","Guam",2021-03-10,706
"2308","Guam",2021-03-11,847
"2309","Guam",2021-03-12,1041
"2310","Guam",2021-03-13,1272
"2311","Guam",2021-03-14,1433
"2312","Guam",2021-03-15,1431
"2313","Guam",2021-03-16,1241
"2314","Guam",2021-03-17,1153
"2315","Guam",2021-03-18,1142
"2316","Guam",2021-03-19,1178
"2317","Guam",2021-03-20,955
"2318","Guam",2021-03-21,797
"2319","Guam",2021-03-22,1052
"2320","Guam",2021-03-23,1235
"2321","Guam",2021-03-24,1312
"2322","Guam",2021-03-25,1328
"2323","Guam",2021-03-26,1351
"2324","Guam",2021-03-27,1369
"2325","Guam",2021-03-28,1582
"2326","Guam",2021-03-29,1561
"2327","Guam",2021-03-30,1326
"2328","Guam",2021-03-31,1415
"2329","Guam",2021-04-01,1320
"2330","Guam",2021-04-02,1245
"2331","Guam",2021-04-03,1426
"2332","Guam",2021-04-04,1220
"2333","Guam",2021-04-05,1000
"2334","Guam",2021-04-06,994
"2335","Guam",2021-04-07,1135
"2336","Guam",2021-04-08,1228
"2337","Guam",2021-04-09,1275
"2338","Guam",2021-04-10,1088
"2339","Guam",2021-04-11,1214
"2340","Guam",2021-04-12,1197
"2341","Guam",2021-04-13,1625
"2342","Guam",2021-04-14,1430
"2343","Guam",2021-04-15,1501
"2344","Guam",2021-04-16,1450
"2345","Guam",2021-04-17,1747
"2346","Guam",2021-04-18,1611
"2347","Guam",2021-04-19,1834
"2348","Guam",2021-04-20,1643
"2349","Guam",2021-04-21,1662
"2350","Guam",2021-04-22,1616
"2351","Guam",2021-04-23,1649
"2352","Guam",2021-04-24,1538
"2353","Guam",2021-04-25,1551
"2354","Guam",2021-04-26,1482
"2355","Guam",2021-04-27,1437
"2356","Guam",2021-04-28,1314
"2357","Guam",2021-04-29,1382
"2358","Guam",2021-04-30,1393
"2359","Guam",2021-05-01,1191
"2360","Guam",2021-05-02,1368
"2361","Guam",2021-05-03,1374
"2362","Guam",2021-05-04,1303
"2363","Guam",2021-05-05,1114
"2364","Guam",2021-05-06,790
"2365","Guam",2021-05-07,1235
"2366","Guam",2021-05-08,1409
"2367","Guam",2021-05-09,1295
"2368","Guam",2021-05-10,1143
"2369","Guam",2021-05-11,1015
"2370","Guam",2021-05-12,1015
"2371","Guam",2021-05-13,1623
"2372","Guam",2021-05-14,935
"2373","Guam",2021-05-15,755
"2374","Guam",2021-05-16,679
"2375","Guam",2021-05-17,660
"2376","Guam",2021-05-18,662
"2377","Guam",2021-05-19,1294
"2378","Guam",2021-05-20,685
"2379","Guam",2021-05-21,935
"2380","Guam",2021-05-22,1246
"2381","Guam",2021-05-23,1248
"2382","Guam",2021-05-24,1248
"2383","Guam",2021-05-25,1348
"2384","Guam",2021-05-26,715
"2385","Guam",2021-05-27,717
"2386","Guam",2021-05-28,990
"2387","Guam",2021-05-29,676
"2388","Guam",2021-05-30,673
"2389","Guam",2021-05-31,825
"2390","Guam",2021-06-01,873
"2391","Guam",2021-06-02,875
"2392","Guam",2021-06-03,914
"2393","Guam",2021-06-04,690
"2394","Guam",2021-06-05,695
"2395","Guam",2021-06-06,1060
"2396","Guam",2021-06-07,1028
"2397","Guam",2021-06-08,881
"2398","Guam",2021-06-09,1118
"2399","Guam",2021-06-10,1078
"2400","Guam",2021-06-11,764
"2401","Hawaii",2021-01-13,3122
"2402","Hawaii",2021-01-14,7251
"2403","Hawaii",2021-01-15,4492
"2404","Hawaii",2021-01-16,4431
"2405","Hawaii",2021-01-17,4395
"2406","Hawaii",2021-01-18,4370
"2407","Hawaii",2021-01-19,4353
"2408","Hawaii",2021-01-20,5048
"2409","Hawaii",2021-01-21,4490
"2410","Hawaii",2021-01-22,5405
"2411","Hawaii",2021-01-23,4798
"2412","Hawaii",2021-01-24,4191
"2413","Hawaii",2021-01-25,4627
"2414","Hawaii",2021-01-26,4258
"2415","Hawaii",2021-01-27,3678
"2416","Hawaii",2021-01-28,3504
"2417","Hawaii",2021-01-29,3767
"2418","Hawaii",2021-01-30,5101
"2419","Hawaii",2021-01-31,6354
"2420","Hawaii",2021-02-01,6249
"2421","Hawaii",2021-02-02,6308
"2422","Hawaii",2021-02-03,6571
"2423","Hawaii",2021-02-04,6738
"2424","Hawaii",2021-02-05,8364
"2425","Hawaii",2021-02-06,8365
"2426","Hawaii",2021-02-07,8254
"2427","Hawaii",2021-02-08,8314
"2428","Hawaii",2021-02-09,8017
"2429","Hawaii",2021-02-10,7193
"2430","Hawaii",2021-02-11,7073
"2431","Hawaii",2021-02-12,5585
"2432","Hawaii",2021-02-13,5532
"2433","Hawaii",2021-02-14,5449
"2434","Hawaii",2021-02-15,5306
"2435","Hawaii",2021-02-16,6162
"2436","Hawaii",2021-02-17,6669
"2437","Hawaii",2021-02-18,6682
"2438","Hawaii",2021-02-19,13223
"2439","Hawaii",2021-02-20,13564
"2440","Hawaii",2021-02-21,13968
"2441","Hawaii",2021-02-22,14306
"2442","Hawaii",2021-02-23,13775
"2443","Hawaii",2021-02-24,14151
"2444","Hawaii",2021-02-25,14501
"2445","Hawaii",2021-02-26,8248
"2446","Hawaii",2021-02-27,8288
"2447","Hawaii",2021-02-28,8547
"2448","Hawaii",2021-03-01,8332
"2449","Hawaii",2021-03-02,8453
"2450","Hawaii",2021-03-03,8489
"2451","Hawaii",2021-03-04,8910
"2452","Hawaii",2021-03-05,8984
"2453","Hawaii",2021-03-06,9085
"2454","Hawaii",2021-03-07,7605
"2455","Hawaii",2021-03-08,9049
"2456","Hawaii",2021-03-09,10190
"2457","Hawaii",2021-03-10,10952
"2458","Hawaii",2021-03-11,11146
"2459","Hawaii",2021-03-12,11641
"2460","Hawaii",2021-03-13,11817
"2461","Hawaii",2021-03-14,13143
"2462","Hawaii",2021-03-15,12178
"2463","Hawaii",2021-03-16,11718
"2464","Hawaii",2021-03-17,11894
"2465","Hawaii",2021-03-18,11919
"2466","Hawaii",2021-03-19,11998
"2467","Hawaii",2021-03-20,11797
"2468","Hawaii",2021-03-21,11783
"2469","Hawaii",2021-03-22,10853
"2470","Hawaii",2021-03-23,10800
"2471","Hawaii",2021-03-24,10424
"2472","Hawaii",2021-03-25,9989
"2473","Hawaii",2021-03-26,10306
"2474","Hawaii",2021-03-27,8751
"2475","Hawaii",2021-03-28,7371
"2476","Hawaii",2021-03-29,10179
"2477","Hawaii",2021-03-30,10141
