"","state","date","vaccinations"
"1","Alabama",2021-01-13,5906
"2","Alabama",2021-01-14,7083
"3","Alabama",2021-01-15,7478
"4","Alabama",2021-01-16,7498
"5","Alabama",2021-01-17,7509
"6","Alabama",2021-01-18,7517
"7","Alabama",2021-01-19,7523
"8","Alabama",2021-01-20,7880
"9","Alabama",2021-01-21,10517
"10","Alabama",2021-01-22,14107
"11","Alabama",2021-01-23,16202
"12","Alabama",2021-01-24,18294
"13","Alabama",2021-01-25,18196
"14","Alabama",2021-01-26,17738
"15","Alabama",2021-01-27,18178
"16","Alabama",2021-01-28,16153
"17","Alabama",2021-01-29,14514
"18","Alabama",2021-01-30,17271
"19","Alabama",2021-01-31,15748
"20","Alabama",2021-02-01,15381
"21","Alabama",2021-02-02,16703
"22","Alabama",2021-02-03,17414
"23","Alabama",2021-02-04,18491
"24","Alabama",2021-02-05,18526
"25","Alabama",2021-02-06,16105
"26","Alabama",2021-02-07,15480
"27","Alabama",2021-02-08,15622
"28","Alabama",2021-02-09,17012
"29","Alabama",2021-02-10,18209
"30","Alabama",2021-02-11,19258
"31","Alabama",2021-02-12,20074
"32","Alabama",2021-02-13,20855
"33","Alabama",2021-02-14,21417
"34","Alabama",2021-02-15,22405
"35","Alabama",2021-02-16,20816
"36","Alabama",2021-02-17,19174
"37","Alabama",2021-02-18,18400
"38","Alabama",2021-02-19,24002
"39","Alabama",2021-02-20,25111
"40","Alabama",2021-02-21,25194
"41","Alabama",2021-02-22,24164
"42","Alabama",2021-02-23,25489
"43","Alabama",2021-02-24,27098
"44","Alabama",2021-02-25,27531
"45","Alabama",2021-02-26,22104
"46","Alabama",2021-02-27,22022
"47","Alabama",2021-02-28,21984
"48","Alabama",2021-03-01,22111
"49","Alabama",2021-03-02,22436
"50","Alabama",2021-03-03,22904
"51","Alabama",2021-03-04,23916
"52","Alabama",2021-03-05,24388
"53","Alabama",2021-03-06,24087
"54","Alabama",2021-03-07,23947
"55","Alabama",2021-03-08,24040
"56","Alabama",2021-03-09,24118
"57","Alabama",2021-03-10,24827
"58","Alabama",2021-03-11,25376
"59","Alabama",2021-03-12,26375
"60","Alabama",2021-03-13,26935
"61","Alabama",2021-03-14,26926
"62","Alabama",2021-03-15,27106
"63","Alabama",2021-03-16,27331
"64","Alabama",2021-03-17,27167
"65","Alabama",2021-03-18,25752
"66","Alabama",2021-03-19,25356
"67","Alabama",2021-03-20,24649
"68","Alabama",2021-03-21,24865
"69","Alabama",2021-03-22,24693
"70","Alabama",2021-03-23,25307
"71","Alabama",2021-03-24,25490
"72","Alabama",2021-03-25,27004
"73","Alabama",2021-03-26,26387
"74","Alabama",2021-03-27,26439
"75","Alabama",2021-03-28,26634
"76","Alabama",2021-03-29,26759
"77","Alabama",2021-03-30,26885
"78","Alabama",2021-03-31,26617
"79","Alabama",2021-04-01,27555
"80","Alabama",2021-04-02,28865
"81","Alabama",2021-04-03,28769
"82","Alabama",2021-04-04,28533
"83","Alabama",2021-04-05,28325
"84","Alabama",2021-04-06,28468
"85","Alabama",2021-04-07,29498
"86","Alabama",2021-04-08,29195
"87","Alabama",2021-04-09,29696
"88","Alabama",2021-04-10,31155
"89","Alabama",2021-04-11,31967
"90","Alabama",2021-04-12,32519
"91","Alabama",2021-04-13,32914
"92","Alabama",2021-04-14,33381
"93","Alabama",2021-04-15,33007
"94","Alabama",2021-04-16,32034
"95","Alabama",2021-04-17,30766
"96","Alabama",2021-04-18,29953
"97","Alabama",2021-04-19,29296
"98","Alabama",2021-04-20,28635
"99","Alabama",2021-04-21,27377
"100","Alabama",2021-04-22,26702
"101","Alabama",2021-04-23,26294
"102","Alabama",2021-04-24,25832
"103","Alabama",2021-04-25,25590
"104","Alabama",2021-04-26,25809
"105","Alabama",2021-04-27,24561
"106","Alabama",2021-04-28,23898
"107","Alabama",2021-04-29,23662
"108","Alabama",2021-04-30,23076
"109","Alabama",2021-05-01,22271
"110","Alabama",2021-05-02,21615
"111","Alabama",2021-05-03,21299
"112","Alabama",2021-05-04,20711
"113","Alabama",2021-05-05,20444
"114","Alabama",2021-05-06,16178
"115","Alabama",2021-05-07,19313
"116","Alabama",2021-05-08,20088
"117","Alabama",2021-05-09,20784
"118","Alabama",2021-05-10,20899
"119","Alabama",2021-05-11,18461
"120","Alabama",2021-05-12,17244
"121","Alabama",2021-05-13,22667
"122","Alabama",2021-05-14,19034
"123","Alabama",2021-05-15,17613
"124","Alabama",2021-05-16,16843
"125","Alabama",2021-05-17,16077
"126","Alabama",2021-05-18,18807
"127","Alabama",2021-05-19,16353
"128","Alabama",2021-05-20,15330
"129","Alabama",2021-05-21,12271
"130","Alabama",2021-05-22,11621
"131","Alabama",2021-05-23,13689
"132","Alabama",2021-05-24,13704
"133","Alabama",2021-05-25,12970
"134","Alabama",2021-05-26,13786
"135","Alabama",2021-05-27,9747
"136","Alabama",2021-05-28,10188
"137","Alabama",2021-05-29,8268
"138","Alabama",2021-05-30,5646
"139","Alabama",2021-05-31,5683
"140","Alabama",2021-06-01,3704
"141","Alabama",2021-06-02,3239
"142","Alabama",2021-06-03,2615
"143","Alabama",2021-06-04,2280
"144","Alabama",2021-06-05,1770
"145","Alabama",2021-06-06,1943
"146","Alabama",2021-06-07,2079
"147","Alabama",2021-06-08,2080
"148","Alabama",2021-06-09,2172
"149","Alabama",2021-06-10,5508
"150","Alabama",2021-06-11,6526
"151","Alaska",2021-01-13,2842
"152","Alaska",2021-01-14,3379
"153","Alaska",2021-01-15,4400
"154","Alaska",2021-01-16,4381
"155","Alaska",2021-01-17,4369
"156","Alaska",2021-01-18,4362
"157","Alaska",2021-01-19,4356
"158","Alaska",2021-01-20,4230
"159","Alaska",2021-01-21,4187
"160","Alaska",2021-01-22,4580
"161","Alaska",2021-01-23,4997
"162","Alaska",2021-01-24,5225
"163","Alaska",2021-01-25,5003
"164","Alaska",2021-01-26,4545
"165","Alaska",2021-01-27,4758
"166","Alaska",2021-01-28,4850
"167","Alaska",2021-01-29,4186
"168","Alaska",2021-01-30,3846
"169","Alaska",2021-01-31,3619
"170","Alaska",2021-02-01,3570
"171","Alaska",2021-02-02,3613
"172","Alaska",2021-02-03,3453
"173","Alaska",2021-02-04,3440
"174","Alaska",2021-02-05,3372
"175","Alaska",2021-02-06,3411
"176","Alaska",2021-02-07,3785
"177","Alaska",2021-02-08,4131
"178","Alaska",2021-02-09,4204
"179","Alaska",2021-02-10,4356
"180","Alaska",2021-02-11,4620
"181","Alaska",2021-02-12,4776
"182","Alaska",2021-02-13,5142
"183","Alaska",2021-02-14,5393
"184","Alaska",2021-02-15,5212
"185","Alaska",2021-02-16,5448
"186","Alaska",2021-02-17,5337
"187","Alaska",2021-02-18,5268
"188","Alaska",2021-02-19,6970
"189","Alaska",2021-02-20,7466
"190","Alaska",2021-02-21,7330
"191","Alaska",2021-02-22,7266
"192","Alaska",2021-02-23,6988
"193","Alaska",2021-02-24,7148
"194","Alaska",2021-02-25,7201
"195","Alaska",2021-02-26,5444
"196","Alaska",2021-02-27,4591
"197","Alaska",2021-02-28,4229
"198","Alaska",2021-03-01,4304
"199","Alaska",2021-03-02,4288
"200","Alaska",2021-03-03,4243
"201","Alaska",2021-03-04,3905
"202","Alaska",2021-03-05,3876
"203","Alaska",2021-03-06,4155
"204","Alaska",2021-03-07,4329
"205","Alaska",2021-03-08,4248
"206","Alaska",2021-03-09,4678
"207","Alaska",2021-03-10,4917
"208","Alaska",2021-03-11,5211
"209","Alaska",2021-03-12,5294
"210","Alaska",2021-03-13,5092
"211","Alaska",2021-03-14,5473
"212","Alaska",2021-03-15,5571
"213","Alaska",2021-03-16,5280
"214","Alaska",2021-03-17,5460
"215","Alaska",2021-03-18,5390
"216","Alaska",2021-03-19,5361
"217","Alaska",2021-03-20,5490
"218","Alaska",2021-03-21,5583
"219","Alaska",2021-03-22,5493
"220","Alaska",2021-03-23,5273
"221","Alaska",2021-03-24,4758
"222","Alaska",2021-03-25,4773
"223","Alaska",2021-03-26,4817
"224","Alaska",2021-03-27,4707
"225","Alaska",2021-03-28,4152
"226","Alaska",2021-03-29,3956
"227","Alaska",2021-03-30,3969
"228","Alaska",2021-03-31,3991
"229","Alaska",2021-04-01,3861
"230","Alaska",2021-04-02,3702
"231","Alaska",2021-04-03,3513
"232","Alaska",2021-04-04,3865
"233","Alaska",2021-04-05,4022
"234","Alaska",2021-04-06,4050
"235","Alaska",2021-04-07,4207
"236","Alaska",2021-04-08,4537
"237","Alaska",2021-04-09,4664
"238","Alaska",2021-04-10,5069
"239","Alaska",2021-04-11,4676
"240","Alaska",2021-04-12,4831
"241","Alaska",2021-04-13,9046
"242","Alaska",2021-04-14,9009
"243","Alaska",2021-04-15,8075
"244","Alaska",2021-04-16,8075
"245","Alaska",2021-04-17,7732
"246","Alaska",2021-04-18,7745
"247","Alaska",2021-04-19,7467
"248","Alaska",2021-04-20,3288
"249","Alaska",2021-04-21,3574
"250","Alaska",2021-04-22,4331
"251","Alaska",2021-04-23,4098
"252","Alaska",2021-04-24,3874
"253","Alaska",2021-04-25,3447
"254","Alaska",2021-04-26,3292
"255","Alaska",2021-04-27,3223
"256","Alaska",2021-04-28,2645
"257","Alaska",2021-04-29,2913
"258","Alaska",2021-04-30,2749
"259","Alaska",2021-05-01,3386
"260","Alaska",2021-05-02,3259
"261","Alaska",2021-05-03,3187
"262","Alaska",2021-05-04,3084
"263","Alaska",2021-05-05,3064
"264","Alaska",2021-05-06,2358
"265","Alaska",2021-05-07,2321
"266","Alaska",2021-05-08,1523
"267","Alaska",2021-05-09,1275
"268","Alaska",2021-05-10,1757
"269","Alaska",2021-05-11,1840
"270","Alaska",2021-05-12,1800
"271","Alaska",2021-05-13,1706
"272","Alaska",2021-05-14,1677
"273","Alaska",2021-05-15,1760
"274","Alaska",2021-05-16,2194
"275","Alaska",2021-05-17,1747
"276","Alaska",2021-05-18,1705
"277","Alaska",2021-05-19,1937
"278","Alaska",2021-05-20,2027
"279","Alaska",2021-05-21,2158
"280","Alaska",2021-05-22,2115
"281","Alaska",2021-05-23,2053
"282","Alaska",2021-05-24,2080
"283","Alaska",2021-05-25,2072
"284","Alaska",2021-05-26,1855
"285","Alaska",2021-05-27,1771
"286","Alaska",2021-05-28,1723
"287","Alaska",2021-05-29,1656
"288","Alaska",2021-05-30,1501
"289","Alaska",2021-05-31,1455
"290","Alaska",2021-06-01,1456
"291","Alaska",2021-06-02,1290
"292","Alaska",2021-06-03,1310
"293","Alaska",2021-06-04,1218
"294","Alaska",2021-06-05,1224
"295","Alaska",2021-06-06,1374
"296","Alaska",2021-06-07,1540
"297","Alaska",2021-06-08,1525
"298","Alaska",2021-06-09,1520
"299","Alaska",2021-06-10,1595
"300","Alaska",2021-06-11,1578
"301","American Samoa",2021-01-13,453
"302","American Samoa",2021-01-14,424
"303","American Samoa",2021-01-15,586
"304","American Samoa",2021-01-16,494
"305","American Samoa",2021-01-17,439
"306","American Samoa",2021-01-18,402
"307","American Samoa",2021-01-19,376
"308","American Samoa",2021-01-20,391
"309","American Samoa",2021-01-21,385
"310","American Samoa",2021-01-22,384
"311","American Samoa",2021-01-23,390
"312","American Samoa",2021-01-24,532
"313","American Samoa",2021-01-25,501
"314","American Samoa",2021-01-26,508
"315","American Samoa",2021-01-27,539
"316","American Samoa",2021-01-28,489
"317","American Samoa",2021-01-29,479
"318","American Samoa",2021-01-30,442
"319","American Samoa",2021-01-31,268
"320","American Samoa",2021-02-01,388
"321","American Samoa",2021-02-02,349
"322","American Samoa",2021-02-03,283
"323","American Samoa",2021-02-04,310
"324","American Samoa",2021-02-05,301
"325","American Samoa",2021-02-06,333
"326","American Samoa",2021-02-07,333
"327","American Samoa",2021-02-08,214
"328","American Samoa",2021-02-09,274
"329","American Samoa",2021-02-10,322
"330","American Samoa",2021-02-11,322
"331","American Samoa",2021-02-12,429
"332","American Samoa",2021-02-13,446
"333","American Samoa",2021-02-14,446
"334","American Samoa",2021-02-15,498
"335","American Samoa",2021-02-16,490
"336","American Samoa",2021-02-17,422
"337","American Samoa",2021-02-18,394
"338","American Samoa",2021-02-19,177
"339","American Samoa",2021-02-20,337
"340","American Samoa",2021-02-21,485
"341","American Samoa",2021-02-22,439
"342","American Samoa",2021-02-23,387
"343","American Samoa",2021-02-24,496
"344","American Samoa",2021-02-25,496
"345","American Samoa",2021-02-26,581
"346","American Samoa",2021-02-27,371
"347","American Samoa",2021-02-28,223
"348","American Samoa",2021-03-01,217
"349","American Samoa",2021-03-02,323
"350","American Samoa",2021-03-03,191
"351","American Samoa",2021-03-04,269
"352","American Samoa",2021-03-05,184
"353","American Samoa",2021-03-06,184
"354","American Samoa",2021-03-07,184
"355","American Samoa",2021-03-08,184
"356","American Samoa",2021-03-09,78
"357","American Samoa",2021-03-10,374
"358","American Samoa",2021-03-11,296
"359","American Samoa",2021-03-12,296
"360","American Samoa",2021-03-13,296
"361","American Samoa",2021-03-14,296
"362","American Samoa",2021-03-15,382
"363","American Samoa",2021-03-16,382
"364","American Samoa",2021-03-17,86
"365","American Samoa",2021-03-18,86
"366","American Samoa",2021-03-19,86
"367","American Samoa",2021-03-20,86
"368","American Samoa",2021-03-21,86
"369","American Samoa",2021-03-22,388
"370","American Samoa",2021-03-23,423
"371","American Samoa",2021-03-24,505
"372","American Samoa",2021-03-25,509
"373","American Samoa",2021-03-26,600
"374","American Samoa",2021-03-27,604
"375","American Samoa",2021-03-28,604
"376","American Samoa",2021-03-29,216
"377","American Samoa",2021-03-30,259
"378","American Samoa",2021-03-31,476
"379","American Samoa",2021-04-01,472
"380","American Samoa",2021-04-02,465
"381","American Samoa",2021-04-03,462
"382","American Samoa",2021-04-04,464
"383","American Samoa",2021-04-05,464
"384","American Samoa",2021-04-06,385
"385","American Samoa",2021-04-07,241
"386","American Samoa",2021-04-08,248
"387","American Samoa",2021-04-09,255
"388","American Samoa",2021-04-10,255
"389","American Samoa",2021-04-11,341
"390","American Samoa",2021-04-12,341
"391","American Samoa",2021-04-13,341
"392","American Samoa",2021-04-14,276
"393","American Samoa",2021-04-15,269
"394","American Samoa",2021-04-16,347
"395","American Samoa",2021-04-17,347
"396","American Samoa",2021-04-18,258
"397","American Samoa",2021-04-19,258
"398","American Samoa",2021-04-20,258
"399","American Samoa",2021-04-21,187
"400","American Samoa",2021-04-22,187
"401","American Samoa",2021-04-23,180
"402","American Samoa",2021-04-24,180
"403","American Samoa",2021-04-25,231
"404","American Samoa",2021-04-26,231
"405","American Samoa",2021-04-27,262
"406","American Samoa",2021-04-28,245
"407","American Samoa",2021-04-29,321
"408","American Samoa",2021-04-30,216
"409","American Samoa",2021-05-01,216
"410","American Samoa",2021-05-02,165
"411","American Samoa",2021-05-03,165
"412","American Samoa",2021-05-04,188
"413","American Samoa",2021-05-05,209
"414","American Samoa",2021-05-06,133
"415","American Samoa",2021-05-07,132
"416","American Samoa",2021-05-08,132
"417","American Samoa",2021-05-09,132
"418","American Samoa",2021-05-10,132
"419","American Samoa",2021-05-11,77
"420","American Samoa",2021-05-12,57
"421","American Samoa",2021-05-13,118
"422","American Samoa",2021-05-14,61
"423","American Samoa",2021-05-15,123
"424","American Samoa",2021-05-16,123
"425","American Samoa",2021-05-17,123
"426","American Samoa",2021-05-18,123
"427","American Samoa",2021-05-19,256
"428","American Samoa",2021-05-20,196
"429","American Samoa",2021-05-21,259
"430","American Samoa",2021-05-22,197
"431","American Samoa",2021-05-23,197
"432","American Samoa",2021-05-24,197
"433","American Samoa",2021-05-25,197
"434","American Samoa",2021-05-26,64
"435","American Samoa",2021-05-27,150
"436","American Samoa",2021-05-28,86
"437","American Samoa",2021-05-29,86
"438","American Samoa",2021-05-30,86
"439","American Samoa",2021-05-31,86
"440","American Samoa",2021-06-01,86
"441","American Samoa",2021-06-02,164
"442","American Samoa",2021-06-03,77
"443","American Samoa",2021-06-04,77
"444","American Samoa",2021-06-05,127
"445","American Samoa",2021-06-06,127
"446","American Samoa",2021-06-07,127
"447","American Samoa",2021-06-08,127
"448","American Samoa",2021-06-09,50
"449","American Samoa",2021-06-10,50
"450","American Samoa",2021-06-11,94
"451","Arizona",2021-01-13,13390
"452","Arizona",2021-01-14,16155
"453","Arizona",2021-01-15,18577
"454","Arizona",2021-01-16,18257
"455","Arizona",2021-01-17,18065
"456","Arizona",2021-01-18,17937
"457","Arizona",2021-01-19,17846
"458","Arizona",2021-01-20,18163
"459","Arizona",2021-01-21,18605
"460","Arizona",2021-01-22,18895
"461","Arizona",2021-01-23,20939
"462","Arizona",2021-01-24,22706
"463","Arizona",2021-01-25,23526
"464","Arizona",2021-01-26,23517
"465","Arizona",2021-01-27,25196
"466","Arizona",2021-01-28,26179
"467","Arizona",2021-01-29,27393
"468","Arizona",2021-01-30,28059
"469","Arizona",2021-01-31,29069
"470","Arizona",2021-02-01,29564
"471","Arizona",2021-02-02,28681
"472","Arizona",2021-02-03,28255
"473","Arizona",2021-02-04,28424
"474","Arizona",2021-02-05,28337
"475","Arizona",2021-02-06,29917
"476","Arizona",2021-02-07,30732
"477","Arizona",2021-02-08,31487
"478","Arizona",2021-02-09,33164
"479","Arizona",2021-02-10,34531
"480","Arizona",2021-02-11,36494
"481","Arizona",2021-02-12,38691
"482","Arizona",2021-02-13,39176
"483","Arizona",2021-02-14,39989
"484","Arizona",2021-02-15,40122
"485","Arizona",2021-02-16,41539
"486","Arizona",2021-02-17,38163
"487","Arizona",2021-02-18,37314
"488","Arizona",2021-02-19,55158
"489","Arizona",2021-02-20,54896
"490","Arizona",2021-02-21,54360
"491","Arizona",2021-02-22,54958
"492","Arizona",2021-02-23,53030
"493","Arizona",2021-02-24,55863
"494","Arizona",2021-02-25,57825
"495","Arizona",2021-02-26,42127
"496","Arizona",2021-02-27,43278
"497","Arizona",2021-02-28,46110
"498","Arizona",2021-03-01,48955
"499","Arizona",2021-03-02,51993
"500","Arizona",2021-03-03,53580
"501","Arizona",2021-03-04,53198
"502","Arizona",2021-03-05,52476
"503","Arizona",2021-03-06,45071
"504","Arizona",2021-03-07,52879
"505","Arizona",2021-03-08,52280
"506","Arizona",2021-03-09,50873
"507","Arizona",2021-03-10,51794
"508","Arizona",2021-03-11,52921
"509","Arizona",2021-03-12,54235
"510","Arizona",2021-03-13,62981
"511","Arizona",2021-03-14,56433
"512","Arizona",2021-03-15,55772
"513","Arizona",2021-03-16,58490
"514","Arizona",2021-03-17,57709
"515","Arizona",2021-03-18,57866
"516","Arizona",2021-03-19,48949
"517","Arizona",2021-03-20,48762
"518","Arizona",2021-03-21,47913
"519","Arizona",2021-03-22,48184
"520","Arizona",2021-03-23,45042
"521","Arizona",2021-03-24,44646
"522","Arizona",2021-03-25,50166
"523","Arizona",2021-03-26,58308
"524","Arizona",2021-03-27,59086
"525","Arizona",2021-03-28,59378
"526","Arizona",2021-03-29,60022
"527","Arizona",2021-03-30,61260
"528","Arizona",2021-03-31,63074
"529","Arizona",2021-04-01,57997
"530","Arizona",2021-04-02,58912
"531","Arizona",2021-04-03,59149
"532","Arizona",2021-04-04,58794
"533","Arizona",2021-04-05,58482
"534","Arizona",2021-04-06,58525
"535","Arizona",2021-04-07,57644
"536","Arizona",2021-04-08,55514
"537","Arizona",2021-04-09,56308
"538","Arizona",2021-04-10,57204
"539","Arizona",2021-04-11,57826
"540","Arizona",2021-04-12,56643
"541","Arizona",2021-04-13,56417
"542","Arizona",2021-04-14,56531
"543","Arizona",2021-04-15,57918
"544","Arizona",2021-04-16,55841
"545","Arizona",2021-04-17,55226
"546","Arizona",2021-04-18,54391
"547","Arizona",2021-04-19,54470
"548","Arizona",2021-04-20,53921
"549","Arizona",2021-04-21,54448
"550","Arizona",2021-04-22,54571
"551","Arizona",2021-04-23,54802
"552","Arizona",2021-04-24,53506
"553","Arizona",2021-04-25,52397
"554","Arizona",2021-04-26,51720
"555","Arizona",2021-04-27,51362
"556","Arizona",2021-04-28,49861
"557","Arizona",2021-04-29,47964
"558","Arizona",2021-04-30,45756
"559","Arizona",2021-05-01,44097
"560","Arizona",2021-05-02,41448
"561","Arizona",2021-05-03,37787
"562","Arizona",2021-05-04,36127
"563","Arizona",2021-05-05,33654
"564","Arizona",2021-05-06,33626
"565","Arizona",2021-05-07,32954
"566","Arizona",2021-05-08,30521
"567","Arizona",2021-05-09,29993
"568","Arizona",2021-05-10,33564
"569","Arizona",2021-05-11,36667
"570","Arizona",2021-05-12,36376
"571","Arizona",2021-05-13,33915
"572","Arizona",2021-05-14,31473
"573","Arizona",2021-05-15,31519
"574","Arizona",2021-05-16,32248
"575","Arizona",2021-05-17,29486
"576","Arizona",2021-05-18,26387
"577","Arizona",2021-05-19,27498
"578","Arizona",2021-05-20,27137
"579","Arizona",2021-05-21,28112
"580","Arizona",2021-05-22,29454
"581","Arizona",2021-05-23,28973
"582","Arizona",2021-05-24,30154
"583","Arizona",2021-05-25,29402
"584","Arizona",2021-05-26,27544
"585","Arizona",2021-05-27,27473
"586","Arizona",2021-05-28,26859
"587","Arizona",2021-05-29,23578
"588","Arizona",2021-05-30,21616
"589","Arizona",2021-05-31,19337
"590","Arizona",2021-06-01,19372
"591","Arizona",2021-06-02,18166
"592","Arizona",2021-06-03,16809
"593","Arizona",2021-06-04,15677
"594","Arizona",2021-06-05,16261
"595","Arizona",2021-06-06,16416
"596","Arizona",2021-06-07,17993
"597","Arizona",2021-06-08,18234
"598","Arizona",2021-06-09,19754
"599","Arizona",2021-06-10,17986
"600","Arizona",2021-06-11,19185
"601","Arkansas",2021-01-13,53975
"602","Arkansas",2021-01-14,33718
"603","Arkansas",2021-01-15,25820
"604","Arkansas",2021-01-16,20865
"605","Arkansas",2021-01-17,17892
"606","Arkansas",2021-01-18,15910
"607","Arkansas",2021-01-19,14494
"608","Arkansas",2021-01-20,11208
"609","Arkansas",2021-01-21,9285
"610","Arkansas",2021-01-22,11905
"611","Arkansas",2021-01-23,11048
"612","Arkansas",2021-01-24,11986
"613","Arkansas",2021-01-25,12108
"614","Arkansas",2021-01-26,13422
"615","Arkansas",2021-01-27,11359
"616","Arkansas",2021-01-28,11359
"617","Arkansas",2021-01-29,9760
"618","Arkansas",2021-01-30,12425
"619","Arkansas",2021-01-31,12793
"620","Arkansas",2021-02-01,12876
"621","Arkansas",2021-02-02,11169
"622","Arkansas",2021-02-03,9946
"623","Arkansas",2021-02-04,12200
"624","Arkansas",2021-02-05,11597
"625","Arkansas",2021-02-06,12289
"626","Arkansas",2021-02-07,12807
"627","Arkansas",2021-02-08,12919
"628","Arkansas",2021-02-09,12808
"629","Arkansas",2021-02-10,13658
"630","Arkansas",2021-02-11,13225
"631","Arkansas",2021-02-12,13710
"632","Arkansas",2021-02-13,11816
"633","Arkansas",2021-02-14,11299
"634","Arkansas",2021-02-15,10903
"635","Arkansas",2021-02-16,11330
"636","Arkansas",2021-02-17,9842
"637","Arkansas",2021-02-18,8562
"638","Arkansas",2021-02-19,10018
"639","Arkansas",2021-02-20,9074
"640","Arkansas",2021-02-21,7990
"641","Arkansas",2021-02-22,8204
"642","Arkansas",2021-02-23,8108
"643","Arkansas",2021-02-24,9645
"644","Arkansas",2021-02-25,11688
"645","Arkansas",2021-02-26,11531
"646","Arkansas",2021-02-27,14537
"647","Arkansas",2021-02-28,17263
"648","Arkansas",2021-03-01,18023
"649","Arkansas",2021-03-02,18660
"650","Arkansas",2021-03-03,18995
"651","Arkansas",2021-03-04,18831
"652","Arkansas",2021-03-05,17967
"653","Arkansas",2021-03-06,17353
"654","Arkansas",2021-03-07,16564
"655","Arkansas",2021-03-08,15969
"656","Arkansas",2021-03-09,15991
"657","Arkansas",2021-03-10,15964
"658","Arkansas",2021-03-11,13675
"659","Arkansas",2021-03-12,16122
"660","Arkansas",2021-03-13,19784
"661","Arkansas",2021-03-14,16767
"662","Arkansas",2021-03-15,17033
"663","Arkansas",2021-03-16,16330
"664","Arkansas",2021-03-17,16211
"665","Arkansas",2021-03-18,18539
"666","Arkansas",2021-03-19,16616
"667","Arkansas",2021-03-20,13192
"668","Arkansas",2021-03-21,16694
"669","Arkansas",2021-03-22,16570
"670","Arkansas",2021-03-23,16479
"671","Arkansas",2021-03-24,17120
"672","Arkansas",2021-03-25,18064
"673","Arkansas",2021-03-26,19037
"674","Arkansas",2021-03-27,19925
"675","Arkansas",2021-03-28,20629
"676","Arkansas",2021-03-29,20738
"677","Arkansas",2021-03-30,20956
"678","Arkansas",2021-03-31,21542
"679","Arkansas",2021-04-01,21951
"680","Arkansas",2021-04-02,22557
"681","Arkansas",2021-04-03,27298
"682","Arkansas",2021-04-04,23274
"683","Arkansas",2021-04-05,23189
"684","Arkansas",2021-04-06,23719
"685","Arkansas",2021-04-07,23990
"686","Arkansas",2021-04-08,24232
"687","Arkansas",2021-04-09,23095
"688","Arkansas",2021-04-10,19233
"689","Arkansas",2021-04-11,23211
"690","Arkansas",2021-04-12,23244
"691","Arkansas",2021-04-13,22724
"692","Arkansas",2021-04-14,22439
"693","Arkansas",2021-04-15,22221
"694","Arkansas",2021-04-16,22285
"695","Arkansas",2021-04-17,20800
"696","Arkansas",2021-04-18,20359
"697","Arkansas",2021-04-19,19942
"698","Arkansas",2021-04-20,20109
"699","Arkansas",2021-04-21,19587
"700","Arkansas",2021-04-22,18842
"701","Arkansas",2021-04-23,18072
"702","Arkansas",2021-04-24,17377
"703","Arkansas",2021-04-25,16135
"704","Arkansas",2021-04-26,16576
"705","Arkansas",2021-04-27,16081
"706","Arkansas",2021-04-28,15427
"707","Arkansas",2021-04-29,15008
"708","Arkansas",2021-04-30,14151
"709","Arkansas",2021-05-01,13769
"710","Arkansas",2021-05-02,14201
"711","Arkansas",2021-05-03,13644
"712","Arkansas",2021-05-04,13845
"713","Arkansas",2021-05-05,13162
"714","Arkansas",2021-05-06,12634
"715","Arkansas",2021-05-07,12152
"716","Arkansas",2021-05-08,11696
"717","Arkansas",2021-05-09,10835
"718","Arkansas",2021-05-10,10766
"719","Arkansas",2021-05-11,10776
"720","Arkansas",2021-05-12,10532
"721","Arkansas",2021-05-13,9737
"722","Arkansas",2021-05-14,9520
"723","Arkansas",2021-05-15,9848
"724","Arkansas",2021-05-16,9549
"725","Arkansas",2021-05-17,9301
"726","Arkansas",2021-05-18,9089
"727","Arkansas",2021-05-19,8822
"728","Arkansas",2021-05-20,8921
"729","Arkansas",2021-05-21,9128
"730","Arkansas",2021-05-22,8748
"731","Arkansas",2021-05-23,8347
"732","Arkansas",2021-05-24,8487
"733","Arkansas",2021-05-25,8383
"734","Arkansas",2021-05-26,8692
"735","Arkansas",2021-05-27,8519
"736","Arkansas",2021-05-28,7998
"737","Arkansas",2021-05-29,7613
"738","Arkansas",2021-05-30,7424
"739","Arkansas",2021-05-31,7066
"740","Arkansas",2021-06-01,7012
"741","Arkansas",2021-06-02,5888
"742","Arkansas",2021-06-03,5484
"743","Arkansas",2021-06-04,5253
"744","Arkansas",2021-06-05,4938
"745","Arkansas",2021-06-06,4851
"746","Arkansas",2021-06-07,4582
"747","Arkansas",2021-06-08,5122
"748","Arkansas",2021-06-09,5768
"749","Arkansas",2021-06-10,5924
"750","Arkansas",2021-06-11,4996
"751","Bureau of Prisons",2021-01-13,1031
"752","Bureau of Prisons",2021-01-14,728
"753","Bureau of Prisons",2021-01-15,674
"754","Bureau of Prisons",2021-01-16,564
"755","Bureau of Prisons",2021-01-17,499
"756","Bureau of Prisons",2021-01-18,455
"757","Bureau of Prisons",2021-01-19,424
"758","Bureau of Prisons",2021-01-20,483
"759","Bureau of Prisons",2021-01-21,674
"760","Bureau of Prisons",2021-01-22,661
"761","Bureau of Prisons",2021-01-23,918
"762","Bureau of Prisons",2021-01-24,989
"763","Bureau of Prisons",2021-01-25,995
"764","Bureau of Prisons",2021-01-26,1126
"765","Bureau of Prisons",2021-01-27,1179
