"","state","date","stringency_index","stringency_index_for_display","stringency_legacy_index","stringency_legacy_index_for_display","government_response_index","government_response_index_for_display","containment_health_index","containment_health_index_for_display","economic_support_index","economic_support_index_for_display"
"1",NA,2020-01-01,0,0,0,0,0,0,0,0,0,0
"2",NA,2020-01-02,0,0,0,0,0,0,0,0,0,0
"3",NA,2020-01-03,0,0,0,0,0,0,0,0,0,0
"4",NA,2020-01-04,0,0,0,0,0,0,0,0,0,0
"5",NA,2020-01-05,0,0,0,0,0,0,0,0,0,0
"6",NA,2020-01-06,0,0,0,0,0,0,0,0,0,0
"7",NA,2020-01-07,0,0,0,0,0,0,0,0,0,0
"8",NA,2020-01-08,0,0,0,0,0,0,0,0,0,0
"9",NA,2020-01-09,0,0,0,0,0,0,0,0,0,0
"10",NA,2020-01-10,0,0,0,0,0,0,0,0,0,0
"11",NA,2020-01-11,0,0,0,0,0,0,0,0,0,0
"12",NA,2020-01-12,0,0,0,0,0,0,0,0,0,0
"13",NA,2020-01-13,0,0,0,0,0,0,0,0,0,0
"14",NA,2020-01-14,0,0,0,0,0,0,0,0,0,0
"15",NA,2020-01-15,0,0,0,0,0,0,0,0,0,0
"16",NA,2020-01-16,0,0,0,0,0,0,0,0,0,0
"17",NA,2020-01-17,0,0,0,0,0,0,0,0,0,0
"18",NA,2020-01-18,0,0,0,0,0,0,0,0,0,0
"19",NA,2020-01-19,0,0,0,0,0,0,0,0,0,0
"20",NA,2020-01-20,0,0,0,0,0,0,0,0,0,0
"21",NA,2020-01-21,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"22",NA,2020-01-22,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"23",NA,2020-01-23,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"24",NA,2020-01-24,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"25",NA,2020-01-25,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"26",NA,2020-01-26,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"27",NA,2020-01-27,0,0,0,0,8.33,8.33,5.95,5.95,25,25
"28",NA,2020-01-28,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"29",NA,2020-01-29,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"30",NA,2020-01-30,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"31",NA,2020-01-31,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"32",NA,2020-02-01,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"33",NA,2020-02-02,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"34",NA,2020-02-03,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"35",NA,2020-02-04,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"36",NA,2020-02-05,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"37",NA,2020-02-06,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"38",NA,2020-02-07,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"39",NA,2020-02-08,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"40",NA,2020-02-09,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"41",NA,2020-02-10,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"42",NA,2020-02-11,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"43",NA,2020-02-12,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"44",NA,2020-02-13,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"45",NA,2020-02-14,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"46",NA,2020-02-15,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"47",NA,2020-02-16,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"48",NA,2020-02-17,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"49",NA,2020-02-18,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"50",NA,2020-02-19,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"51",NA,2020-02-20,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"52",NA,2020-02-21,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"53",NA,2020-02-22,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"54",NA,2020-02-23,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"55",NA,2020-02-24,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"56",NA,2020-02-25,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"57",NA,2020-02-26,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"58",NA,2020-02-27,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"59",NA,2020-02-28,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"60",NA,2020-02-29,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"61",NA,2020-03-01,0,0,0,0,5.21,5.21,5.95,5.95,0,0
"62",NA,2020-03-02,8.33,8.33,10.71,10.71,7.81,7.81,8.93,8.93,0,0
"63",NA,2020-03-03,8.33,8.33,10.71,10.71,7.81,7.81,8.93,8.93,0,0
"64",NA,2020-03-04,8.33,8.33,10.71,10.71,7.81,7.81,8.93,8.93,0,0
"65",NA,2020-03-05,8.33,8.33,10.71,10.71,7.81,7.81,8.93,8.93,0,0
"66",NA,2020-03-06,8.33,8.33,10.71,10.71,7.81,7.81,8.93,8.93,0,0
"67",NA,2020-03-07,8.33,8.33,10.71,10.71,7.81,7.81,8.93,8.93,0,0
"68",NA,2020-03-08,8.33,8.33,10.71,10.71,7.81,7.81,8.93,8.93,0,0
"69",NA,2020-03-09,8.33,8.33,10.71,10.71,7.81,7.81,8.93,8.93,0,0
"70",NA,2020-03-10,8.33,8.33,10.71,10.71,7.81,7.81,8.93,8.93,0,0
"71",NA,2020-03-11,8.33,8.33,10.71,10.71,7.81,7.81,8.93,8.93,0,0
"72",NA,2020-03-12,12.04,12.04,17.86,17.86,9.9,9.9,11.31,11.31,0,0
"73",NA,2020-03-13,15.74,15.74,25,25,14.06,14.06,16.07,16.07,0,0
"74",NA,2020-03-14,15.74,15.74,25,25,14.06,14.06,16.07,16.07,0,0
"75",NA,2020-03-15,21.3,21.3,34.52,34.52,17.19,17.19,19.64,19.64,0,0
"76",NA,2020-03-16,37.96,37.96,58.33,58.33,26.56,26.56,30.36,30.36,0,0
"77",NA,2020-03-17,37.96,37.96,58.33,58.33,26.56,26.56,30.36,30.36,0,0
"78",NA,2020-03-18,37.96,37.96,58.33,58.33,26.56,26.56,30.36,30.36,0,0
"79",NA,2020-03-19,37.96,37.96,58.33,58.33,26.56,26.56,30.36,30.36,0,0
"80",NA,2020-03-20,37.96,37.96,58.33,58.33,26.56,26.56,30.36,30.36,0,0
"81",NA,2020-03-21,37.96,37.96,58.33,58.33,26.56,26.56,30.36,30.36,0,0
"82",NA,2020-03-22,37.96,37.96,58.33,58.33,26.56,26.56,30.36,30.36,0,0
"83",NA,2020-03-23,37.96,37.96,58.33,58.33,26.56,26.56,30.36,30.36,0,0
"84",NA,2020-03-24,37.96,37.96,58.33,58.33,26.56,26.56,30.36,30.36,0,0
"85",NA,2020-03-25,37.96,37.96,58.33,58.33,26.56,26.56,30.36,30.36,0,0
"86",NA,2020-03-26,37.96,37.96,58.33,58.33,28.65,28.65,32.74,32.74,0,0
"87",NA,2020-03-27,37.96,37.96,58.33,58.33,36.46,36.46,32.74,32.74,62.5,62.5
"88",NA,2020-03-28,37.96,37.96,58.33,58.33,36.46,36.46,32.74,32.74,62.5,62.5
"89",NA,2020-03-29,37.96,37.96,58.33,58.33,36.46,36.46,32.74,32.74,62.5,62.5
"90",NA,2020-03-30,37.96,37.96,58.33,58.33,36.46,36.46,32.74,32.74,62.5,62.5
"91",NA,2020-03-31,37.96,37.96,58.33,58.33,36.46,36.46,32.74,32.74,62.5,62.5
"92",NA,2020-04-01,37.96,37.96,58.33,58.33,36.46,36.46,32.74,32.74,62.5,62.5
"93",NA,2020-04-02,37.96,37.96,58.33,58.33,36.46,36.46,32.74,32.74,62.5,62.5
"94",NA,2020-04-03,41.67,41.67,58.33,58.33,38.54,38.54,35.12,35.12,62.5,62.5
"95",NA,2020-04-04,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"96",NA,2020-04-05,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"97",NA,2020-04-06,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"98",NA,2020-04-07,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"99",NA,2020-04-08,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"100",NA,2020-04-09,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"101",NA,2020-04-10,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"102",NA,2020-04-11,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"103",NA,2020-04-12,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"104",NA,2020-04-13,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"105",NA,2020-04-14,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"106",NA,2020-04-15,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"107",NA,2020-04-16,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"108",NA,2020-04-17,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"109",NA,2020-04-18,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"110",NA,2020-04-19,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"111",NA,2020-04-20,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"112",NA,2020-04-21,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"113",NA,2020-04-22,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"114",NA,2020-04-23,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"115",NA,2020-04-24,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"116",NA,2020-04-25,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"117",NA,2020-04-26,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"118",NA,2020-04-27,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"119",NA,2020-04-28,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"120",NA,2020-04-29,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"121",NA,2020-04-30,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"122",NA,2020-05-01,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"123",NA,2020-05-02,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"124",NA,2020-05-03,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"125",NA,2020-05-04,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"126",NA,2020-05-05,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"127",NA,2020-05-06,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"128",NA,2020-05-07,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"129",NA,2020-05-08,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"130",NA,2020-05-09,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"131",NA,2020-05-10,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"132",NA,2020-05-11,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"133",NA,2020-05-12,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"134",NA,2020-05-13,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"135",NA,2020-05-14,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"136",NA,2020-05-15,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"137",NA,2020-05-16,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"138",NA,2020-05-17,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"139",NA,2020-05-18,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"140",NA,2020-05-19,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"141",NA,2020-05-20,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"142",NA,2020-05-21,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"143",NA,2020-05-22,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"144",NA,2020-05-23,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"145",NA,2020-05-24,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"146",NA,2020-05-25,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"147",NA,2020-05-26,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"148",NA,2020-05-27,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"149",NA,2020-05-28,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"150",NA,2020-05-29,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"151",NA,2020-05-30,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"152",NA,2020-05-31,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"153",NA,2020-06-01,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"154",NA,2020-06-02,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"155",NA,2020-06-03,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"156",NA,2020-06-04,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"157",NA,2020-06-05,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"158",NA,2020-06-06,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"159",NA,2020-06-07,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"160",NA,2020-06-08,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"161",NA,2020-06-09,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"162",NA,2020-06-10,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"163",NA,2020-06-11,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"164",NA,2020-06-12,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"165",NA,2020-06-13,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"166",NA,2020-06-14,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"167",NA,2020-06-15,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"168",NA,2020-06-16,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"169",NA,2020-06-17,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"170",NA,2020-06-18,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"171",NA,2020-06-19,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"172",NA,2020-06-20,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"173",NA,2020-06-21,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"174",NA,2020-06-22,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"175",NA,2020-06-23,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"176",NA,2020-06-24,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"177",NA,2020-06-25,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"178",NA,2020-06-26,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"179",NA,2020-06-27,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"180",NA,2020-06-28,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"181",NA,2020-06-29,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"182",NA,2020-06-30,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"183",NA,2020-07-01,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"184",NA,2020-07-02,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"185",NA,2020-07-03,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"186",NA,2020-07-04,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"187",NA,2020-07-05,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"188",NA,2020-07-06,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"189",NA,2020-07-07,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"190",NA,2020-07-08,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"191",NA,2020-07-09,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"192",NA,2020-07-10,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"193",NA,2020-07-11,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"194",NA,2020-07-12,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"195",NA,2020-07-13,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"196",NA,2020-07-14,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"197",NA,2020-07-15,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"198",NA,2020-07-16,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"199",NA,2020-07-17,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"200",NA,2020-07-18,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"201",NA,2020-07-19,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"202",NA,2020-07-20,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"203",NA,2020-07-21,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"204",NA,2020-07-22,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"205",NA,2020-07-23,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"206",NA,2020-07-24,41.67,41.67,58.33,58.33,40.1,40.1,36.9,36.9,62.5,62.5
"207",NA,2020-07-25,41.67,41.67,58.33,58.33,36.98,36.98,36.9,36.9,37.5,37.5
"208",NA,2020-07-26,41.67,41.67,58.33,58.33,36.98,36.98,36.9,36.9,37.5,37.5
"209",NA,2020-07-27,41.67,41.67,58.33,58.33,36.98,36.98,36.9,36.9,37.5,37.5
"210",NA,2020-07-28,41.67,41.67,58.33,58.33,36.98,36.98,36.9,36.9,37.5,37.5
"211",NA,2020-07-29,41.67,41.67,58.33,58.33,36.98,36.98,36.9,36.9,37.5,37.5
"212",NA,2020-07-30,41.67,41.67,58.33,58.33,36.98,36.98,36.9,36.9,37.5,37.5
"213",NA,2020-07-31,41.67,41.67,58.33,58.33,33.85,33.85,36.9,36.9,12.5,12.5
"214",NA,2020-08-01,37.96,37.96,51.19,51.19,31.77,31.77,34.52,34.52,12.5,12.5
"215",NA,2020-08-02,37.96,37.96,51.19,51.19,31.77,31.77,34.52,34.52,12.5,12.5
"216",NA,2020-08-03,37.96,37.96,51.19,51.19,31.77,31.77,34.52,34.52,12.5,12.5
"217",NA,2020-08-04,37.96,37.96,51.19,51.19,31.77,31.77,34.52,34.52,12.5,12.5
"218",NA,2020-08-05,37.96,37.96,51.19,51.19,31.77,31.77,34.52,34.52,12.5,12.5
"219",NA,2020-08-06,37.96,37.96,51.19,51.19,31.77,31.77,34.52,34.52,12.5,12.5
"220",NA,2020-08-07,37.96,37.96,51.19,51.19,31.77,31.77,34.52,34.52,12.5,12.5
"221",NA,2020-08-08,37.96,37.96,51.19,51.19,31.77,31.77,34.52,34.52,12.5,12.5
"222",NA,2020-08-09,37.96,37.96,51.19,51.19,31.77,31.77,34.52,34.52,12.5,12.5
"223",NA,2020-08-10,37.96,37.96,51.19,51.19,31.77,31.77,34.52,34.52,12.5,12.5
"224",NA,2020-08-11,37.96,37.96,51.19,51.19,31.77,31.77,34.52,34.52,12.5,12.5
"225",NA,2020-08-12,37.96,37.96,51.19,51.19,31.77,31.77,34.52,34.52,12.5,12.5
"226",NA,2020-08-13,37.96,37.96,51.19,51.19,31.77,31.77,34.52,34.52,12.5,12.5
"227",NA,2020-08-14,37.96,37.96,51.19,51.19,31.77,31.77,34.52,34.52,12.5,12.5
"228",NA,2020-08-15,37.96,37.96,51.19,51.19,31.77,31.77,34.52,34.52,12.5,12.5
"229",NA,2020-08-16,37.96,37.96,51.19,51.19,31.77,31.77,34.52,34.52,12.5,12.5
"230",NA,2020-08-17,37.96,37.96,51.19,51.19,31.77,31.77,34.52,34.52,12.5,12.5
"231",NA,2020-08-18,37.96,37.96,51.19,51.19,31.77,31.77,34.52,34.52,12.5,12.5
"232",NA,2020-08-19,37.96,37.96,51.19,51.19,31.77,31.77,34.52,34.52,12.5,12.5
"233",NA,2020-08-20,37.96,37.96,51.19,51.19,31.77,31.77,34.52,34.52,12.5,12.5
"234",NA,2020-08-21,37.96,37.96,51.19,51.19,31.77,31.77,34.52,34.52,12.5,12.5
"235",NA,2020-08-22,37.96,37.96,51.19,51.19,31.77,31.77,34.52,34.52,12.5,12.5
"236",NA,2020-08-23,37.96,37.96,51.19,51.19,31.77,31.77,34.52,34.52,12.5,12.5
"237",NA,2020-08-24,37.96,37.96,51.19,51.19,31.77,31.77,34.52,34.52,12.5,12.5
"238",NA,2020-08-25,37.96,37.96,51.19,51.19,31.77,31.77,34.52,34.52,12.5,12.5
"239",NA,2020-08-26,37.96,37.96,51.19,51.19,31.77,31.77,34.52,34.52,12.5,12.5
"240",NA,2020-08-27,37.96,37.96,51.19,51.19,31.77,31.77,34.52,34.52,12.5,12.5
"241",NA,2020-08-28,37.96,37.96,51.19,51.19,31.77,31.77,34.52,34.52,12.5,12.5
"242",NA,2020-08-29,37.96,37.96,51.19,51.19,31.77,31.77,34.52,34.52,12.5,12.5
"243",NA,2020-08-30,37.96,37.96,51.19,51.19,31.77,31.77,34.52,34.52,12.5,12.5
"244",NA,2020-08-31,37.96,37.96,51.19,51.19,31.77,31.77,34.52,34.52,12.5,12.5
"245",NA,2020-09-01,37.96,37.96,51.19,51.19,34.9,34.9,34.52,34.52,37.5,37.5
"246",NA,2020-09-02,37.96,37.96,51.19,51.19,34.9,34.9,34.52,34.52,37.5,37.5
"247",NA,2020-09-03,37.96,37.96,51.19,51.19,34.9,34.9,34.52,34.52,37.5,37.5
"248",NA,2020-09-04,37.96,37.96,51.19,51.19,34.9,34.9,34.52,34.52,37.5,37.5
"249",NA,2020-09-05,37.96,37.96,51.19,51.19,34.9,34.9,34.52,34.52,37.5,37.5
"250",NA,2020-09-06,37.96,37.96,51.19,51.19,34.9,34.9,34.52,34.52,37.5,37.5
"251",NA,2020-09-07,37.96,37.96,51.19,51.19,34.9,34.9,34.52,34.52,37.5,37.5
"252",NA,2020-09-08,37.96,37.96,51.19,51.19,34.9,34.9,34.52,34.52,37.5,37.5
"253",NA,2020-09-09,37.96,37.96,51.19,51.19,34.9,34.9,34.52,34.52,37.5,37.5
"254",NA,2020-09-10,37.96,37.96,51.19,51.19,34.9,34.9,34.52,34.52,37.5,37.5
"255",NA,2020-09-11,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"256",NA,2020-09-12,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"257",NA,2020-09-13,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"258",NA,2020-09-14,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"259",NA,2020-09-15,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"260",NA,2020-09-16,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"261",NA,2020-09-17,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"262",NA,2020-09-18,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"263",NA,2020-09-19,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"264",NA,2020-09-20,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"265",NA,2020-09-21,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"266",NA,2020-09-22,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"267",NA,2020-09-23,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"268",NA,2020-09-24,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"269",NA,2020-09-25,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"270",NA,2020-09-26,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"271",NA,2020-09-27,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"272",NA,2020-09-28,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"273",NA,2020-09-29,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"274",NA,2020-09-30,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"275",NA,2020-10-01,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"276",NA,2020-10-02,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"277",NA,2020-10-03,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"278",NA,2020-10-04,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"279",NA,2020-10-05,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"280",NA,2020-10-06,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"281",NA,2020-10-07,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"282",NA,2020-10-08,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"283",NA,2020-10-09,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
