"","state","date","stringency_index","stringency_index_for_display","stringency_legacy_index","stringency_legacy_index_for_display","government_response_index","government_response_index_for_display","containment_health_index","containment_health_index_for_display","economic_support_index","economic_support_index_for_display"
"21233","Rhode Island",2020-03-13,25,25,30.95,30.95,30.21,30.21,29.17,29.17,37.5,37.5
"21234","Rhode Island",2020-03-14,25,25,30.95,30.95,30.21,30.21,29.17,29.17,37.5,37.5
"21235","Rhode Island",2020-03-15,25,25,30.95,30.95,30.21,30.21,29.17,29.17,37.5,37.5
"21236","Rhode Island",2020-03-16,46.3,46.3,50.71,50.71,45.31,45.31,42.86,42.86,62.5,62.5
"21237","Rhode Island",2020-03-17,49.07,49.07,53.57,53.57,50,50,44.64,44.64,87.5,87.5
"21238","Rhode Island",2020-03-18,49.07,49.07,53.57,53.57,50,50,44.64,44.64,87.5,87.5
"21239","Rhode Island",2020-03-19,49.07,49.07,53.57,53.57,50,50,44.64,44.64,87.5,87.5
"21240","Rhode Island",2020-03-20,49.07,49.07,53.57,53.57,50,50,44.64,44.64,87.5,87.5
"21241","Rhode Island",2020-03-21,51.85,51.85,53.57,53.57,51.56,51.56,46.43,46.43,87.5,87.5
"21242","Rhode Island",2020-03-22,59.26,59.26,64.29,64.29,55.73,55.73,51.19,51.19,87.5,87.5
"21243","Rhode Island",2020-03-23,59.26,59.26,64.29,64.29,55.73,55.73,51.19,51.19,87.5,87.5
"21244","Rhode Island",2020-03-24,74.07,74.07,75,75,64.06,64.06,60.71,60.71,87.5,87.5
"21245","Rhode Island",2020-03-25,74.07,74.07,75,75,64.06,64.06,60.71,60.71,87.5,87.5
"21246","Rhode Island",2020-03-26,74.07,74.07,75,75,64.06,64.06,60.71,60.71,87.5,87.5
"21247","Rhode Island",2020-03-27,74.07,74.07,75,75,64.06,64.06,60.71,60.71,87.5,87.5
"21248","Rhode Island",2020-03-28,75.93,75.93,75,75,65.1,65.1,61.9,61.9,87.5,87.5
"21249","Rhode Island",2020-03-29,75.93,75.93,75,75,65.1,65.1,61.9,61.9,87.5,87.5
"21250","Rhode Island",2020-03-30,79.63,79.63,78.57,78.57,67.19,67.19,64.29,64.29,87.5,87.5
"21251","Rhode Island",2020-03-31,79.63,79.63,78.57,78.57,67.19,67.19,64.29,64.29,87.5,87.5
"21252","Rhode Island",2020-04-01,79.63,79.63,78.57,78.57,67.19,67.19,64.29,64.29,87.5,87.5
"21253","Rhode Island",2020-04-02,79.63,79.63,78.57,78.57,69.27,69.27,66.67,66.67,87.5,87.5
"21254","Rhode Island",2020-04-03,79.63,79.63,78.57,78.57,69.27,69.27,66.67,66.67,87.5,87.5
"21255","Rhode Island",2020-04-04,79.63,79.63,78.57,78.57,69.27,69.27,66.67,66.67,87.5,87.5
"21256","Rhode Island",2020-04-05,79.63,79.63,78.57,78.57,69.27,69.27,66.67,66.67,87.5,87.5
"21257","Rhode Island",2020-04-06,79.63,79.63,78.57,78.57,69.27,69.27,66.67,66.67,87.5,87.5
"21258","Rhode Island",2020-04-07,79.63,79.63,78.57,78.57,69.27,69.27,66.67,66.67,87.5,87.5
"21259","Rhode Island",2020-04-08,79.63,79.63,78.57,78.57,69.27,69.27,66.67,66.67,87.5,87.5
"21260","Rhode Island",2020-04-09,79.63,79.63,78.57,78.57,69.27,69.27,66.67,66.67,87.5,87.5
"21261","Rhode Island",2020-04-10,79.63,79.63,78.57,78.57,69.27,69.27,66.67,66.67,87.5,87.5
"21262","Rhode Island",2020-04-11,79.63,79.63,78.57,78.57,69.27,69.27,66.67,66.67,87.5,87.5
"21263","Rhode Island",2020-04-12,79.63,79.63,78.57,78.57,69.27,69.27,66.67,66.67,87.5,87.5
"21264","Rhode Island",2020-04-13,79.63,79.63,78.57,78.57,69.27,69.27,66.67,66.67,87.5,87.5
"21265","Rhode Island",2020-04-14,79.63,79.63,78.57,78.57,69.27,69.27,66.67,66.67,87.5,87.5
"21266","Rhode Island",2020-04-15,79.63,79.63,78.57,78.57,69.27,69.27,66.67,66.67,87.5,87.5
"21267","Rhode Island",2020-04-16,79.63,79.63,78.57,78.57,69.27,69.27,66.67,66.67,87.5,87.5
"21268","Rhode Island",2020-04-17,79.63,79.63,78.57,78.57,69.27,69.27,66.67,66.67,87.5,87.5
"21269","Rhode Island",2020-04-18,79.63,79.63,78.57,78.57,72.4,72.4,70.24,70.24,87.5,87.5
"21270","Rhode Island",2020-04-19,79.63,79.63,78.57,78.57,72.4,72.4,70.24,70.24,87.5,87.5
"21271","Rhode Island",2020-04-20,79.63,79.63,78.57,78.57,72.4,72.4,70.24,70.24,87.5,87.5
"21272","Rhode Island",2020-04-21,79.63,79.63,78.57,78.57,72.4,72.4,70.24,70.24,87.5,87.5
"21273","Rhode Island",2020-04-22,79.63,79.63,78.57,78.57,72.4,72.4,70.24,70.24,87.5,87.5
"21274","Rhode Island",2020-04-23,79.63,79.63,78.57,78.57,72.4,72.4,70.24,70.24,87.5,87.5
"21275","Rhode Island",2020-04-24,79.63,79.63,78.57,78.57,72.4,72.4,70.24,70.24,87.5,87.5
"21276","Rhode Island",2020-04-25,79.63,79.63,78.57,78.57,72.4,72.4,70.24,70.24,87.5,87.5
"21277","Rhode Island",2020-04-26,79.63,79.63,78.57,78.57,72.4,72.4,70.24,70.24,87.5,87.5
"21278","Rhode Island",2020-04-27,79.63,79.63,78.57,78.57,72.4,72.4,70.24,70.24,87.5,87.5
"21279","Rhode Island",2020-04-28,79.63,79.63,78.57,78.57,74.48,74.48,72.62,72.62,87.5,87.5
"21280","Rhode Island",2020-04-29,79.63,79.63,78.57,78.57,74.48,74.48,72.62,72.62,87.5,87.5
"21281","Rhode Island",2020-04-30,79.63,79.63,78.57,78.57,74.48,74.48,72.62,72.62,87.5,87.5
"21282","Rhode Island",2020-05-01,79.63,79.63,78.57,78.57,74.48,74.48,72.62,72.62,87.5,87.5
"21283","Rhode Island",2020-05-02,79.63,79.63,78.57,78.57,74.48,74.48,72.62,72.62,87.5,87.5
"21284","Rhode Island",2020-05-03,79.63,79.63,78.57,78.57,74.48,74.48,72.62,72.62,87.5,87.5
"21285","Rhode Island",2020-05-04,79.63,79.63,78.57,78.57,74.48,74.48,72.62,72.62,87.5,87.5
"21286","Rhode Island",2020-05-05,79.63,79.63,78.57,78.57,74.48,74.48,72.62,72.62,87.5,87.5
"21287","Rhode Island",2020-05-06,79.63,79.63,78.57,78.57,74.48,74.48,72.62,72.62,87.5,87.5
"21288","Rhode Island",2020-05-07,79.63,79.63,78.57,78.57,74.48,74.48,72.62,72.62,87.5,87.5
"21289","Rhode Island",2020-05-08,75.93,75.93,78.57,78.57,73.96,73.96,72.02,72.02,87.5,87.5
"21290","Rhode Island",2020-05-09,75.93,75.93,78.57,78.57,73.96,73.96,72.02,72.02,87.5,87.5
"21291","Rhode Island",2020-05-10,75.93,75.93,78.57,78.57,73.96,73.96,72.02,72.02,87.5,87.5
"21292","Rhode Island",2020-05-11,75.93,75.93,78.57,78.57,73.96,73.96,72.02,72.02,87.5,87.5
"21293","Rhode Island",2020-05-12,75.93,75.93,78.57,78.57,73.96,73.96,72.02,72.02,87.5,87.5
"21294","Rhode Island",2020-05-13,75.93,75.93,78.57,78.57,73.96,73.96,72.02,72.02,87.5,87.5
"21295","Rhode Island",2020-05-14,75.93,75.93,78.57,78.57,73.96,73.96,72.02,72.02,87.5,87.5
"21296","Rhode Island",2020-05-15,75.93,75.93,78.57,78.57,73.96,73.96,72.02,72.02,87.5,87.5
"21297","Rhode Island",2020-05-16,75.93,75.93,78.57,78.57,73.96,73.96,72.02,72.02,87.5,87.5
"21298","Rhode Island",2020-05-17,75.93,75.93,78.57,78.57,73.96,73.96,72.02,72.02,87.5,87.5
"21299","Rhode Island",2020-05-18,75.93,75.93,78.57,78.57,73.96,73.96,72.02,72.02,87.5,87.5
"21300","Rhode Island",2020-05-19,75.93,75.93,78.57,78.57,73.96,73.96,72.02,72.02,87.5,87.5
"21301","Rhode Island",2020-05-20,75.93,75.93,78.57,78.57,73.96,73.96,72.02,72.02,87.5,87.5
"21302","Rhode Island",2020-05-21,75.93,75.93,78.57,78.57,73.96,73.96,72.02,72.02,87.5,87.5
"21303","Rhode Island",2020-05-22,75.93,75.93,78.57,78.57,73.96,73.96,72.02,72.02,87.5,87.5
"21304","Rhode Island",2020-05-23,75.93,75.93,78.57,78.57,73.96,73.96,72.02,72.02,87.5,87.5
"21305","Rhode Island",2020-05-24,75.93,75.93,78.57,78.57,73.96,73.96,72.02,72.02,87.5,87.5
"21306","Rhode Island",2020-05-25,75.93,75.93,78.57,78.57,73.96,73.96,72.02,72.02,87.5,87.5
"21307","Rhode Island",2020-05-26,75.93,75.93,78.57,78.57,73.96,73.96,72.02,72.02,87.5,87.5
"21308","Rhode Island",2020-05-27,75.93,75.93,78.57,78.57,73.96,73.96,72.02,72.02,87.5,87.5
"21309","Rhode Island",2020-05-28,75.93,75.93,78.57,78.57,73.96,73.96,72.02,72.02,87.5,87.5
"21310","Rhode Island",2020-05-29,75.93,75.93,78.57,78.57,73.96,73.96,72.02,72.02,87.5,87.5
"21311","Rhode Island",2020-05-30,75.93,75.93,78.57,78.57,73.96,73.96,72.02,72.02,87.5,87.5
"21312","Rhode Island",2020-05-31,75.93,75.93,78.57,78.57,73.96,73.96,72.02,72.02,87.5,87.5
"21313","Rhode Island",2020-06-01,69.44,69.44,75,75,70.31,70.31,67.86,67.86,87.5,87.5
"21314","Rhode Island",2020-06-02,69.44,69.44,75,75,70.31,70.31,67.86,67.86,87.5,87.5
"21315","Rhode Island",2020-06-03,69.44,69.44,75,75,70.31,70.31,67.86,67.86,87.5,87.5
"21316","Rhode Island",2020-06-04,69.44,69.44,75,75,70.31,70.31,67.86,67.86,87.5,87.5
"21317","Rhode Island",2020-06-05,69.44,69.44,75,75,70.31,70.31,67.86,67.86,87.5,87.5
"21318","Rhode Island",2020-06-06,69.44,69.44,75,75,70.31,70.31,67.86,67.86,87.5,87.5
"21319","Rhode Island",2020-06-07,69.44,69.44,75,75,70.31,70.31,67.86,67.86,87.5,87.5
"21320","Rhode Island",2020-06-08,69.44,69.44,75,75,70.31,70.31,67.86,67.86,87.5,87.5
"21321","Rhode Island",2020-06-09,69.44,69.44,75,75,70.31,70.31,67.86,67.86,87.5,87.5
"21322","Rhode Island",2020-06-10,69.44,69.44,75,75,70.31,70.31,67.86,67.86,87.5,87.5
"21323","Rhode Island",2020-06-11,69.44,69.44,75,75,70.31,70.31,67.86,67.86,87.5,87.5
"21324","Rhode Island",2020-06-12,69.44,69.44,75,75,70.31,70.31,67.86,67.86,87.5,87.5
"21325","Rhode Island",2020-06-13,69.44,69.44,75,75,70.31,70.31,67.86,67.86,87.5,87.5
"21326","Rhode Island",2020-06-14,69.44,69.44,75,75,70.31,70.31,67.86,67.86,87.5,87.5
"21327","Rhode Island",2020-06-15,69.44,69.44,75,75,70.31,70.31,67.86,67.86,87.5,87.5
"21328","Rhode Island",2020-06-16,69.44,69.44,75,75,70.31,70.31,67.86,67.86,87.5,87.5
"21329","Rhode Island",2020-06-17,69.44,69.44,75,75,70.31,70.31,67.86,67.86,87.5,87.5
"21330","Rhode Island",2020-06-18,69.44,69.44,75,75,70.31,70.31,67.86,67.86,87.5,87.5
"21331","Rhode Island",2020-06-19,69.44,69.44,75,75,70.31,70.31,67.86,67.86,87.5,87.5
"21332","Rhode Island",2020-06-20,69.44,69.44,75,75,70.31,70.31,67.86,67.86,87.5,87.5
"21333","Rhode Island",2020-06-21,69.44,69.44,75,75,70.31,70.31,67.86,67.86,87.5,87.5
"21334","Rhode Island",2020-06-22,69.44,69.44,75,75,70.31,70.31,67.86,67.86,87.5,87.5
"21335","Rhode Island",2020-06-23,69.44,69.44,75,75,70.31,70.31,67.86,67.86,87.5,87.5
"21336","Rhode Island",2020-06-24,69.44,69.44,75,75,70.31,70.31,67.86,67.86,87.5,87.5
"21337","Rhode Island",2020-06-25,69.44,69.44,75,75,70.31,70.31,67.86,67.86,87.5,87.5
"21338","Rhode Island",2020-06-26,69.44,69.44,75,75,70.31,70.31,67.86,67.86,87.5,87.5
"21339","Rhode Island",2020-06-27,69.44,69.44,75,75,70.31,70.31,67.86,67.86,87.5,87.5
"21340","Rhode Island",2020-06-28,69.44,69.44,75,75,70.31,70.31,67.86,67.86,87.5,87.5
"21341","Rhode Island",2020-06-29,65.74,65.74,71.43,71.43,68.23,68.23,65.48,65.48,87.5,87.5
"21342","Rhode Island",2020-06-30,65.74,65.74,71.43,71.43,68.23,68.23,65.48,65.48,87.5,87.5
"21343","Rhode Island",2020-07-01,65.74,65.74,71.43,71.43,68.23,68.23,65.48,65.48,87.5,87.5
"21344","Rhode Island",2020-07-02,65.74,65.74,71.43,71.43,68.23,68.23,65.48,65.48,87.5,87.5
"21345","Rhode Island",2020-07-03,65.74,65.74,71.43,71.43,68.23,68.23,65.48,65.48,87.5,87.5
"21346","Rhode Island",2020-07-04,65.74,65.74,71.43,71.43,68.23,68.23,65.48,65.48,87.5,87.5
"21347","Rhode Island",2020-07-05,65.74,65.74,71.43,71.43,68.23,68.23,65.48,65.48,87.5,87.5
"21348","Rhode Island",2020-07-06,65.74,65.74,71.43,71.43,68.23,68.23,65.48,65.48,87.5,87.5
"21349","Rhode Island",2020-07-07,65.74,65.74,71.43,71.43,71.35,71.35,69.05,69.05,87.5,87.5
"21350","Rhode Island",2020-07-08,65.74,65.74,71.43,71.43,71.35,71.35,69.05,69.05,87.5,87.5
"21351","Rhode Island",2020-07-09,65.74,65.74,71.43,71.43,71.35,71.35,69.05,69.05,87.5,87.5
"21352","Rhode Island",2020-07-10,65.74,65.74,71.43,71.43,71.35,71.35,69.05,69.05,87.5,87.5
"21353","Rhode Island",2020-07-11,65.74,65.74,71.43,71.43,71.35,71.35,69.05,69.05,87.5,87.5
"21354","Rhode Island",2020-07-12,65.74,65.74,71.43,71.43,71.35,71.35,69.05,69.05,87.5,87.5
"21355","Rhode Island",2020-07-13,65.74,65.74,71.43,71.43,71.35,71.35,69.05,69.05,87.5,87.5
"21356","Rhode Island",2020-07-14,65.74,65.74,71.43,71.43,71.35,71.35,69.05,69.05,87.5,87.5
"21357","Rhode Island",2020-07-15,65.74,65.74,71.43,71.43,71.35,71.35,69.05,69.05,87.5,87.5
"21358","Rhode Island",2020-07-16,65.74,65.74,71.43,71.43,71.35,71.35,69.05,69.05,87.5,87.5
"21359","Rhode Island",2020-07-17,65.74,65.74,71.43,71.43,71.35,71.35,69.05,69.05,87.5,87.5
"21360","Rhode Island",2020-07-18,65.74,65.74,71.43,71.43,71.35,71.35,69.05,69.05,87.5,87.5
"21361","Rhode Island",2020-07-19,65.74,65.74,71.43,71.43,71.35,71.35,69.05,69.05,87.5,87.5
"21362","Rhode Island",2020-07-20,65.74,65.74,71.43,71.43,71.35,71.35,69.05,69.05,87.5,87.5
"21363","Rhode Island",2020-07-21,65.74,65.74,71.43,71.43,71.35,71.35,69.05,69.05,87.5,87.5
"21364","Rhode Island",2020-07-22,65.74,65.74,71.43,71.43,71.35,71.35,69.05,69.05,87.5,87.5
"21365","Rhode Island",2020-07-23,65.74,65.74,71.43,71.43,71.35,71.35,69.05,69.05,87.5,87.5
"21366","Rhode Island",2020-07-24,65.74,65.74,71.43,71.43,71.35,71.35,69.05,69.05,87.5,87.5
"21367","Rhode Island",2020-07-25,65.74,65.74,71.43,71.43,71.35,71.35,69.05,69.05,87.5,87.5
"21368","Rhode Island",2020-07-26,65.74,65.74,71.43,71.43,71.35,71.35,69.05,69.05,87.5,87.5
"21369","Rhode Island",2020-07-27,65.74,65.74,71.43,71.43,71.35,71.35,69.05,69.05,87.5,87.5
"21370","Rhode Island",2020-07-28,65.74,65.74,71.43,71.43,71.35,71.35,69.05,69.05,87.5,87.5
"21371","Rhode Island",2020-07-29,60.19,60.19,68.57,68.57,68.23,68.23,65.48,65.48,87.5,87.5
"21372","Rhode Island",2020-07-30,60.19,60.19,68.57,68.57,68.23,68.23,65.48,65.48,87.5,87.5
"21373","Rhode Island",2020-07-31,60.19,60.19,68.57,68.57,68.23,68.23,65.48,65.48,87.5,87.5
"21374","Rhode Island",2020-08-01,60.19,60.19,68.57,68.57,68.23,68.23,65.48,65.48,87.5,87.5
"21375","Rhode Island",2020-08-02,60.19,60.19,68.57,68.57,68.23,68.23,65.48,65.48,87.5,87.5
"21376","Rhode Island",2020-08-03,60.19,60.19,68.57,68.57,68.23,68.23,65.48,65.48,87.5,87.5
"21377","Rhode Island",2020-08-04,60.19,60.19,68.57,68.57,68.23,68.23,65.48,65.48,87.5,87.5
"21378","Rhode Island",2020-08-05,60.19,60.19,68.57,68.57,68.23,68.23,65.48,65.48,87.5,87.5
"21379","Rhode Island",2020-08-06,60.19,60.19,68.57,68.57,68.23,68.23,65.48,65.48,87.5,87.5
"21380","Rhode Island",2020-08-07,60.19,60.19,68.57,68.57,68.23,68.23,65.48,65.48,87.5,87.5
"21381","Rhode Island",2020-08-08,60.19,60.19,68.57,68.57,68.23,68.23,65.48,65.48,87.5,87.5
"21382","Rhode Island",2020-08-09,60.19,60.19,68.57,68.57,68.23,68.23,65.48,65.48,87.5,87.5
"21383","Rhode Island",2020-08-10,60.19,60.19,68.57,68.57,68.23,68.23,65.48,65.48,87.5,87.5
"21384","Rhode Island",2020-08-11,60.19,60.19,68.57,68.57,68.23,68.23,65.48,65.48,87.5,87.5
"21385","Rhode Island",2020-08-12,60.19,60.19,68.57,68.57,68.23,68.23,65.48,65.48,87.5,87.5
"21386","Rhode Island",2020-08-13,60.19,60.19,68.57,68.57,68.23,68.23,65.48,65.48,87.5,87.5
"21387","Rhode Island",2020-08-14,60.19,60.19,68.57,68.57,68.23,68.23,65.48,65.48,87.5,87.5
"21388","Rhode Island",2020-08-15,60.19,60.19,68.57,68.57,68.23,68.23,65.48,65.48,87.5,87.5
"21389","Rhode Island",2020-08-16,60.19,60.19,68.57,68.57,68.23,68.23,65.48,65.48,87.5,87.5
"21390","Rhode Island",2020-08-17,60.19,60.19,68.57,68.57,68.23,68.23,65.48,65.48,87.5,87.5
"21391","Rhode Island",2020-08-18,60.19,60.19,68.57,68.57,68.23,68.23,65.48,65.48,87.5,87.5
"21392","Rhode Island",2020-08-19,60.19,60.19,68.57,68.57,68.23,68.23,65.48,65.48,87.5,87.5
"21393","Rhode Island",2020-08-20,60.19,60.19,68.57,68.57,68.23,68.23,65.48,65.48,87.5,87.5
"21394","Rhode Island",2020-08-21,60.19,60.19,68.57,68.57,68.23,68.23,65.48,65.48,87.5,87.5
"21395","Rhode Island",2020-08-22,60.19,60.19,68.57,68.57,68.23,68.23,65.48,65.48,87.5,87.5
"21396","Rhode Island",2020-08-23,60.19,60.19,68.57,68.57,68.23,68.23,65.48,65.48,87.5,87.5
"21397","Rhode Island",2020-08-24,60.19,60.19,68.57,68.57,68.23,68.23,65.48,65.48,87.5,87.5
"21398","Rhode Island",2020-08-25,60.19,60.19,68.57,68.57,68.23,68.23,65.48,65.48,87.5,87.5
"21399","Rhode Island",2020-08-26,60.19,60.19,68.57,68.57,68.23,68.23,65.48,65.48,87.5,87.5
"21400","Rhode Island",2020-08-27,60.19,60.19,68.57,68.57,68.23,68.23,65.48,65.48,87.5,87.5
"21401","Rhode Island",2020-08-28,69.44,69.44,75,75,73.44,73.44,71.43,71.43,87.5,87.5
"21402","Rhode Island",2020-08-29,69.44,69.44,75,75,73.44,73.44,71.43,71.43,87.5,87.5
"21403","Rhode Island",2020-08-30,69.44,69.44,75,75,73.44,73.44,71.43,71.43,87.5,87.5
"21404","Rhode Island",2020-08-31,69.44,69.44,75,75,73.44,73.44,71.43,71.43,87.5,87.5
"21405","Rhode Island",2020-09-01,69.44,69.44,75,75,73.44,73.44,71.43,71.43,87.5,87.5
"21406","Rhode Island",2020-09-02,69.44,69.44,75,75,73.44,73.44,71.43,71.43,87.5,87.5
"21407","Rhode Island",2020-09-03,69.44,69.44,75,75,73.44,73.44,71.43,71.43,87.5,87.5
"21408","Rhode Island",2020-09-04,69.44,69.44,75,75,73.44,73.44,71.43,71.43,87.5,87.5
"21409","Rhode Island",2020-09-05,69.44,69.44,75,75,73.44,73.44,71.43,71.43,87.5,87.5
"21410","Rhode Island",2020-09-06,69.44,69.44,75,75,73.44,73.44,71.43,71.43,87.5,87.5
"21411","Rhode Island",2020-09-07,69.44,69.44,75,75,73.44,73.44,71.43,71.43,87.5,87.5
"21412","Rhode Island",2020-09-08,69.44,69.44,75,75,73.44,73.44,71.43,71.43,87.5,87.5
"21413","Rhode Island",2020-09-09,69.44,69.44,75,75,73.44,73.44,71.43,71.43,87.5,87.5
"21414","Rhode Island",2020-09-10,69.44,69.44,75,75,73.44,73.44,71.43,71.43,87.5,87.5
"21415","Rhode Island",2020-09-11,69.44,69.44,75,75,73.44,73.44,71.43,71.43,87.5,87.5
"21416","Rhode Island",2020-09-12,69.44,69.44,75,75,73.44,73.44,71.43,71.43,87.5,87.5
"21417","Rhode Island",2020-09-13,69.44,69.44,75,75,73.44,73.44,71.43,71.43,87.5,87.5
"21418","Rhode Island",2020-09-14,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21419","Rhode Island",2020-09-15,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21420","Rhode Island",2020-09-16,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21421","Rhode Island",2020-09-17,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21422","Rhode Island",2020-09-18,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21423","Rhode Island",2020-09-19,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21424","Rhode Island",2020-09-20,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21425","Rhode Island",2020-09-21,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21426","Rhode Island",2020-09-22,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21427","Rhode Island",2020-09-23,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21428","Rhode Island",2020-09-24,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21429","Rhode Island",2020-09-25,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21430","Rhode Island",2020-09-26,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21431","Rhode Island",2020-09-27,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21432","Rhode Island",2020-09-28,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21433","Rhode Island",2020-09-29,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21434","Rhode Island",2020-09-30,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21435","Rhode Island",2020-10-01,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21436","Rhode Island",2020-10-02,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21437","Rhode Island",2020-10-03,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21438","Rhode Island",2020-10-04,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21439","Rhode Island",2020-10-05,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21440","Rhode Island",2020-10-06,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21441","Rhode Island",2020-10-07,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21442","Rhode Island",2020-10-08,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21443","Rhode Island",2020-10-09,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21444","Rhode Island",2020-10-10,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21445","Rhode Island",2020-10-11,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21446","Rhode Island",2020-10-12,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21447","Rhode Island",2020-10-13,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21448","Rhode Island",2020-10-14,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21449","Rhode Island",2020-10-15,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21450","Rhode Island",2020-10-16,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21451","Rhode Island",2020-10-17,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21452","Rhode Island",2020-10-18,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21453","Rhode Island",2020-10-19,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21454","Rhode Island",2020-10-20,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21455","Rhode Island",2020-10-21,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21456","Rhode Island",2020-10-22,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21457","Rhode Island",2020-10-23,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21458","Rhode Island",2020-10-24,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21459","Rhode Island",2020-10-25,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21460","Rhode Island",2020-10-26,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21461","Rhode Island",2020-10-27,63.89,63.89,67.86,67.86,70.31,70.31,67.86,67.86,87.5,87.5
"21462","Rhode Island",2020-10-28,58.33,58.33,65,65,67.19,67.19,64.29,64.29,87.5,87.5
"21463","Rhode Island",2020-10-29,58.33,58.33,65,65,67.19,67.19,64.29,64.29,87.5,87.5
"21464","Rhode Island",2020-10-30,61.11,61.11,67.86,67.86,68.75,68.75,66.07,66.07,87.5,87.5
"21465","Rhode Island",2020-10-31,61.11,61.11,67.86,67.86,68.75,68.75,66.07,66.07,87.5,87.5
"21466","Rhode Island",2020-11-01,61.11,61.11,67.86,67.86,68.75,68.75,66.07,66.07,87.5,87.5
"21467","Rhode Island",2020-11-02,61.11,61.11,67.86,67.86,68.75,68.75,66.07,66.07,87.5,87.5
"21468","Rhode Island",2020-11-03,61.11,61.11,67.86,67.86,68.75,68.75,66.07,66.07,87.5,87.5
"21469","Rhode Island",2020-11-04,61.11,61.11,67.86,67.86,68.75,68.75,66.07,66.07,87.5,87.5
"21470","Rhode Island",2020-11-05,64.81,64.81,67.86,67.86,70.83,70.83,68.45,68.45,87.5,87.5
"21471","Rhode Island",2020-11-06,64.81,64.81,67.86,67.86,70.83,70.83,68.45,68.45,87.5,87.5
"21472","Rhode Island",2020-11-07,64.81,64.81,67.86,67.86,70.83,70.83,68.45,68.45,87.5,87.5
"21473","Rhode Island",2020-11-08,64.81,64.81,67.86,67.86,70.83,70.83,68.45,68.45,87.5,87.5
"21474","Rhode Island",2020-11-09,64.81,64.81,67.86,67.86,70.83,70.83,68.45,68.45,87.5,87.5
"21475","Rhode Island",2020-11-10,64.81,64.81,67.86,67.86,70.83,70.83,68.45,68.45,87.5,87.5
