"","state_id","state","region","date","confirmed_total","confirmed_daily_cases","deaths_total","death_daily_cases","vaccine_doses_total","daily_vacc_doses","population","state_covid19_response","gdp_nominal","gdp_per_capita","stringency_index","stringency_index_for_display","stringency_legacy_index","stringency_legacy_index_for_display","government_response_index","government_response_index_for_display","containment_health_index","containment_health_index_for_display","economic_support_index","economic_support_index_for_display","population_in_mil","state_"
"1",1,"Alabama","South",2020-04-12,3667,NA,93,NA,0,0,4903185,"Alabama",224870.6,45691,65.74,65.74,72.62,72.62,55.21,55.21,61.31,61.31,12.5,12.5,0.49,"alabama"
"2",1,"Alabama","South",2020-04-13,3870,203,99,6,0,0,4903185,"Alabama",224870.6,45691,65.74,65.74,72.62,72.62,55.21,55.21,61.31,61.31,12.5,12.5,0.49,"alabama"
"3",1,"Alabama","South",2020-04-14,4041,171,114,15,0,0,4903185,"Alabama",224870.6,45691,65.74,65.74,72.62,72.62,55.21,55.21,61.31,61.31,12.5,12.5,0.49,"alabama"
"4",1,"Alabama","South",2020-04-15,4307,266,118,4,0,0,4903185,"Alabama",224870.6,45691,65.74,65.74,72.62,72.62,58.33,58.33,61.31,61.31,37.5,37.5,0.49,"alabama"
"5",1,"Alabama","South",2020-04-16,4465,158,133,15,0,0,4903185,"Alabama",224870.6,45691,65.74,65.74,72.62,72.62,58.33,58.33,61.31,61.31,37.5,37.5,0.49,"alabama"
"6",1,"Alabama","South",2020-04-17,4557,92,148,15,0,0,4903185,"Alabama",224870.6,45691,65.74,65.74,72.62,72.62,58.33,58.33,61.31,61.31,37.5,37.5,0.49,"alabama"
"7",1,"Alabama","South",2020-04-18,4788,231,153,5,0,0,4903185,"Alabama",224870.6,45691,65.74,65.74,72.62,72.62,58.33,58.33,61.31,61.31,37.5,37.5,0.49,"alabama"
"8",1,"Alabama","South",2020-04-19,4978,190,157,4,0,0,4903185,"Alabama",224870.6,45691,65.74,65.74,72.62,72.62,58.33,58.33,61.31,61.31,37.5,37.5,0.49,"alabama"
"9",1,"Alabama","South",2020-04-20,5163,185,163,6,0,0,4903185,"Alabama",224870.6,45691,65.74,65.74,72.62,72.62,58.33,58.33,61.31,61.31,37.5,37.5,0.49,"alabama"
"10",1,"Alabama","South",2020-04-21,5404,241,183,20,0,0,4903185,"Alabama",224870.6,45691,65.74,65.74,72.62,72.62,58.33,58.33,61.31,61.31,37.5,37.5,0.49,"alabama"
"11",1,"Alabama","South",2020-04-22,5692,288,196,13,0,0,4903185,"Alabama",224870.6,45691,65.74,65.74,72.62,72.62,58.33,58.33,61.31,61.31,37.5,37.5,0.49,"alabama"
"12",1,"Alabama","South",2020-04-23,5899,207,202,6,0,0,4903185,"Alabama",224870.6,45691,65.74,65.74,72.62,72.62,58.33,58.33,61.31,61.31,37.5,37.5,0.49,"alabama"
"13",1,"Alabama","South",2020-04-24,6092,193,209,7,0,0,4903185,"Alabama",224870.6,45691,65.74,65.74,72.62,72.62,58.33,58.33,61.31,61.31,37.5,37.5,0.49,"alabama"
"14",1,"Alabama","South",2020-04-25,6274,182,209,0,0,0,4903185,"Alabama",224870.6,45691,65.74,65.74,72.62,72.62,58.33,58.33,61.31,61.31,37.5,37.5,0.49,"alabama"
"15",1,"Alabama","South",2020-04-26,6475,201,219,10,0,0,4903185,"Alabama",224870.6,45691,65.74,65.74,72.62,72.62,58.33,58.33,61.31,61.31,37.5,37.5,0.49,"alabama"
"16",1,"Alabama","South",2020-04-27,6621,146,228,9,0,0,4903185,"Alabama",224870.6,45691,65.74,65.74,72.62,72.62,58.33,58.33,61.31,61.31,37.5,37.5,0.49,"alabama"
"17",1,"Alabama","South",2020-04-28,6820,199,242,14,0,0,4903185,"Alabama",224870.6,45691,65.74,65.74,72.62,72.62,58.33,58.33,61.31,61.31,37.5,37.5,0.49,"alabama"
"18",1,"Alabama","South",2020-04-29,6979,159,256,14,0,0,4903185,"Alabama",224870.6,45691,65.74,65.74,72.62,72.62,58.33,58.33,61.31,61.31,37.5,37.5,0.49,"alabama"
"19",1,"Alabama","South",2020-04-30,7187,208,272,16,0,0,4903185,"Alabama",224870.6,45691,58.33,58.33,61.9,61.9,55.73,55.73,58.33,58.33,37.5,37.5,0.49,"alabama"
"20",1,"Alabama","South",2020-05-01,7440,253,289,17,0,0,4903185,"Alabama",224870.6,45691,58.33,58.33,61.9,61.9,58.07,58.07,61.01,61.01,37.5,37.5,0.49,"alabama"
"21",1,"Alabama","South",2020-05-02,7700,260,288,0,0,0,4903185,"Alabama",224870.6,45691,58.33,58.33,61.9,61.9,58.07,58.07,61.01,61.01,37.5,37.5,0.49,"alabama"
"22",1,"Alabama","South",2020-05-03,7977,277,290,2,0,0,4903185,"Alabama",224870.6,45691,58.33,58.33,61.9,61.9,58.07,58.07,61.01,61.01,37.5,37.5,0.49,"alabama"
"23",1,"Alabama","South",2020-05-04,8203,226,298,8,0,0,4903185,"Alabama",224870.6,45691,58.33,58.33,61.9,61.9,58.07,58.07,61.01,61.01,37.5,37.5,0.49,"alabama"
"24",1,"Alabama","South",2020-05-05,8520,317,315,17,0,0,4903185,"Alabama",224870.6,45691,58.33,58.33,61.9,61.9,58.07,58.07,61.01,61.01,37.5,37.5,0.49,"alabama"
"25",1,"Alabama","South",2020-05-06,8769,249,343,28,0,0,4903185,"Alabama",224870.6,45691,58.33,58.33,61.9,61.9,58.07,58.07,61.01,61.01,37.5,37.5,0.49,"alabama"
"26",1,"Alabama","South",2020-05-07,9115,346,369,26,0,0,4903185,"Alabama",224870.6,45691,58.33,58.33,61.9,61.9,58.07,58.07,61.01,61.01,37.5,37.5,0.49,"alabama"
"27",1,"Alabama","South",2020-05-08,9437,322,383,14,0,0,4903185,"Alabama",224870.6,45691,58.33,58.33,61.9,61.9,58.07,58.07,61.01,61.01,37.5,37.5,0.49,"alabama"
"28",1,"Alabama","South",2020-05-09,9720,283,390,7,0,0,4903185,"Alabama",224870.6,45691,58.33,58.33,61.9,61.9,58.07,58.07,61.01,61.01,37.5,37.5,0.49,"alabama"
"29",1,"Alabama","South",2020-05-10,9982,262,393,3,0,0,4903185,"Alabama",224870.6,45691,58.33,58.33,61.9,61.9,58.07,58.07,61.01,61.01,37.5,37.5,0.49,"alabama"
"30",1,"Alabama","South",2020-05-11,10262,280,403,10,0,0,4903185,"Alabama",224870.6,45691,58.33,58.33,61.9,61.9,58.07,58.07,61.01,61.01,37.5,37.5,0.49,"alabama"
"31",1,"Alabama","South",2020-05-12,10566,304,435,32,0,0,4903185,"Alabama",224870.6,45691,58.33,58.33,61.9,61.9,58.07,58.07,61.01,61.01,37.5,37.5,0.49,"alabama"
"32",1,"Alabama","South",2020-05-13,10822,256,450,15,0,0,4903185,"Alabama",224870.6,45691,58.33,58.33,61.9,61.9,58.07,58.07,61.01,61.01,37.5,37.5,0.49,"alabama"
"33",1,"Alabama","South",2020-05-14,11161,339,473,23,0,0,4903185,"Alabama",224870.6,45691,58.33,58.33,61.9,61.9,58.07,58.07,61.01,61.01,37.5,37.5,0.49,"alabama"
"34",1,"Alabama","South",2020-05-15,11494,333,483,10,0,0,4903185,"Alabama",224870.6,45691,58.33,58.33,61.9,61.9,58.07,58.07,61.01,61.01,37.5,37.5,0.49,"alabama"
"35",1,"Alabama","South",2020-05-16,11828,334,485,2,0,0,4903185,"Alabama",224870.6,45691,58.33,58.33,61.9,61.9,58.07,58.07,61.01,61.01,37.5,37.5,0.49,"alabama"
"36",1,"Alabama","South",2020-05-17,12137,309,488,3,0,0,4903185,"Alabama",224870.6,45691,58.33,58.33,61.9,61.9,58.07,58.07,61.01,61.01,37.5,37.5,0.49,"alabama"
"37",1,"Alabama","South",2020-05-18,12438,301,489,1,0,0,4903185,"Alabama",224870.6,45691,58.33,58.33,61.9,61.9,58.07,58.07,61.01,61.01,37.5,37.5,0.49,"alabama"
"38",1,"Alabama","South",2020-05-19,12825,387,504,15,0,0,4903185,"Alabama",224870.6,45691,58.33,58.33,61.9,61.9,58.07,58.07,61.01,61.01,37.5,37.5,0.49,"alabama"
"39",1,"Alabama","South",2020-05-20,13186,361,522,18,0,0,4903185,"Alabama",224870.6,45691,58.33,58.33,61.9,61.9,58.07,58.07,61.01,61.01,37.5,37.5,0.49,"alabama"
"40",1,"Alabama","South",2020-05-21,13590,404,529,7,0,0,4903185,"Alabama",224870.6,45691,47.22,47.22,61.9,61.9,51.82,51.82,53.87,53.87,37.5,37.5,0.49,"alabama"
"41",1,"Alabama","South",2020-05-22,13954,364,541,12,0,0,4903185,"Alabama",224870.6,45691,42.59,42.59,53.57,53.57,49.22,49.22,50.89,50.89,37.5,37.5,0.49,"alabama"
"42",1,"Alabama","South",2020-05-23,14328,374,549,8,0,0,4903185,"Alabama",224870.6,45691,42.59,42.59,53.57,53.57,49.22,49.22,50.89,50.89,37.5,37.5,0.49,"alabama"
"43",1,"Alabama","South",2020-05-24,14676,348,551,2,0,0,4903185,"Alabama",224870.6,45691,42.59,42.59,53.57,53.57,49.22,49.22,50.89,50.89,37.5,37.5,0.49,"alabama"
"44",1,"Alabama","South",2020-05-25,15309,633,566,15,0,0,4903185,"Alabama",224870.6,45691,42.59,42.59,53.57,53.57,49.22,49.22,50.89,50.89,37.5,37.5,0.49,"alabama"
"45",1,"Alabama","South",2020-05-26,15899,590,580,14,0,0,4903185,"Alabama",224870.6,45691,42.59,42.59,53.57,53.57,49.22,49.22,50.89,50.89,37.5,37.5,0.49,"alabama"
"46",1,"Alabama","South",2020-05-27,16263,364,583,3,0,0,4903185,"Alabama",224870.6,45691,42.59,42.59,53.57,53.57,49.22,49.22,50.89,50.89,37.5,37.5,0.49,"alabama"
"47",1,"Alabama","South",2020-05-28,16749,486,591,8,0,0,4903185,"Alabama",224870.6,45691,42.59,42.59,53.57,53.57,49.22,49.22,50.89,50.89,37.5,37.5,0.49,"alabama"
"48",1,"Alabama","South",2020-05-29,17262,513,610,19,0,0,4903185,"Alabama",224870.6,45691,42.59,42.59,53.57,53.57,49.22,49.22,50.89,50.89,37.5,37.5,0.49,"alabama"
"49",1,"Alabama","South",2020-05-30,17689,427,618,8,0,0,4903185,"Alabama",224870.6,45691,42.59,42.59,53.57,53.57,49.22,49.22,50.89,50.89,37.5,37.5,0.49,"alabama"
"50",1,"Alabama","South",2020-05-31,18200,511,630,12,0,0,4903185,"Alabama",224870.6,45691,42.59,42.59,53.57,53.57,49.22,49.22,50.89,50.89,37.5,37.5,0.49,"alabama"
"51",1,"Alabama","South",2020-06-01,18525,325,646,16,0,0,4903185,"Alabama",224870.6,45691,42.59,42.59,53.57,53.57,49.22,49.22,50.89,50.89,37.5,37.5,0.49,"alabama"
"52",1,"Alabama","South",2020-06-02,18734,209,653,7,0,0,4903185,"Alabama",224870.6,45691,42.59,42.59,53.57,53.57,49.22,49.22,50.89,50.89,37.5,37.5,0.49,"alabama"
"53",1,"Alabama","South",2020-06-03,18954,220,653,0,0,0,4903185,"Alabama",224870.6,45691,42.59,42.59,53.57,53.57,49.22,49.22,50.89,50.89,37.5,37.5,0.49,"alabama"
"54",1,"Alabama","South",2020-06-04,19262,308,653,0,0,0,4903185,"Alabama",224870.6,45691,42.59,42.59,53.57,53.57,49.22,49.22,50.89,50.89,37.5,37.5,0.49,"alabama"
"55",1,"Alabama","South",2020-06-05,19910,648,676,23,0,0,4903185,"Alabama",224870.6,45691,42.59,42.59,53.57,53.57,51.3,51.3,53.27,53.27,37.5,37.5,0.49,"alabama"
"56",1,"Alabama","South",2020-06-06,20355,445,689,13,0,0,4903185,"Alabama",224870.6,45691,39.81,39.81,53.57,53.57,49.74,49.74,51.49,51.49,37.5,37.5,0.49,"alabama"
"57",1,"Alabama","South",2020-06-07,20777,422,692,3,0,0,4903185,"Alabama",224870.6,45691,37.96,37.96,53.57,53.57,48.7,48.7,50.3,50.3,37.5,37.5,0.49,"alabama"
"58",1,"Alabama","South",2020-06-08,21268,491,718,26,0,0,4903185,"Alabama",224870.6,45691,37.96,37.96,53.57,53.57,48.7,48.7,50.3,50.3,37.5,37.5,0.49,"alabama"
"59",1,"Alabama","South",2020-06-09,21834,566,729,11,0,0,4903185,"Alabama",224870.6,45691,37.96,37.96,53.57,53.57,48.7,48.7,50.3,50.3,37.5,37.5,0.49,"alabama"
"60",1,"Alabama","South",2020-06-10,22659,825,744,15,0,0,4903185,"Alabama",224870.6,45691,37.96,37.96,53.57,53.57,48.7,48.7,50.3,50.3,37.5,37.5,0.49,"alabama"
"61",1,"Alabama","South",2020-06-11,23370,711,755,11,0,0,4903185,"Alabama",224870.6,45691,37.96,37.96,53.57,53.57,48.7,48.7,50.3,50.3,37.5,37.5,0.49,"alabama"
"62",1,"Alabama","South",2020-06-12,24405,1035,769,14,0,0,4903185,"Alabama",224870.6,45691,37.96,37.96,53.57,53.57,48.7,48.7,50.3,50.3,37.5,37.5,0.49,"alabama"
"63",1,"Alabama","South",2020-06-13,25364,959,773,4,0,0,4903185,"Alabama",224870.6,45691,37.96,37.96,53.57,53.57,48.7,48.7,50.3,50.3,37.5,37.5,0.49,"alabama"
"64",1,"Alabama","South",2020-06-14,26182,818,773,0,0,0,4903185,"Alabama",224870.6,45691,37.96,37.96,53.57,53.57,48.7,48.7,50.3,50.3,37.5,37.5,0.49,"alabama"
"65",1,"Alabama","South",2020-06-15,26485,303,774,1,0,0,4903185,"Alabama",224870.6,45691,37.96,37.96,53.57,53.57,48.7,48.7,50.3,50.3,37.5,37.5,0.49,"alabama"
"66",1,"Alabama","South",2020-06-16,27034,549,785,11,0,0,4903185,"Alabama",224870.6,45691,37.96,37.96,53.57,53.57,48.7,48.7,50.3,50.3,37.5,37.5,0.49,"alabama"
"67",1,"Alabama","South",2020-06-17,27941,907,790,5,0,0,4903185,"Alabama",224870.6,45691,37.96,37.96,53.57,53.57,48.7,48.7,50.3,50.3,37.5,37.5,0.49,"alabama"
"68",1,"Alabama","South",2020-06-18,28676,735,810,20,0,0,4903185,"Alabama",224870.6,45691,37.96,37.96,53.57,53.57,48.7,48.7,50.3,50.3,37.5,37.5,0.49,"alabama"
"69",1,"Alabama","South",2020-06-19,29225,549,822,12,0,0,4903185,"Alabama",224870.6,45691,37.96,37.96,53.57,53.57,48.7,48.7,50.3,50.3,37.5,37.5,0.49,"alabama"
"70",1,"Alabama","South",2020-06-20,29683,458,838,16,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,47.66,47.66,49.11,49.11,37.5,37.5,0.49,"alabama"
"71",1,"Alabama","South",2020-06-21,30122,439,839,1,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,47.66,47.66,49.11,49.11,37.5,37.5,0.49,"alabama"
"72",1,"Alabama","South",2020-06-22,30771,649,841,2,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,47.66,47.66,49.11,49.11,37.5,37.5,0.49,"alabama"
"73",1,"Alabama","South",2020-06-23,31889,1118,864,23,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,47.66,47.66,49.11,49.11,37.5,37.5,0.49,"alabama"
"74",1,"Alabama","South",2020-06-24,32878,989,891,27,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,47.66,47.66,49.11,49.11,37.5,37.5,0.49,"alabama"
"75",1,"Alabama","South",2020-06-25,33880,1002,896,5,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,47.66,47.66,49.11,49.11,37.5,37.5,0.49,"alabama"
"76",1,"Alabama","South",2020-06-26,34903,1023,907,11,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,47.66,47.66,49.11,49.11,37.5,37.5,0.49,"alabama"
"77",1,"Alabama","South",2020-06-27,35083,180,919,12,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,47.66,47.66,49.11,49.11,37.5,37.5,0.49,"alabama"
"78",1,"Alabama","South",2020-06-28,36503,1420,919,0,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,47.66,47.66,49.11,49.11,37.5,37.5,0.49,"alabama"
"79",1,"Alabama","South",2020-06-29,37589,1086,929,10,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,47.66,47.66,49.11,49.11,37.5,37.5,0.49,"alabama"
"80",1,"Alabama","South",2020-06-30,38477,888,950,21,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,47.66,47.66,49.11,49.11,37.5,37.5,0.49,"alabama"
"81",1,"Alabama","South",2020-07-01,39647,1170,972,22,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,47.66,47.66,49.11,49.11,37.5,37.5,0.49,"alabama"
"82",1,"Alabama","South",2020-07-02,41340,1693,985,13,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,47.66,47.66,49.11,49.11,37.5,37.5,0.49,"alabama"
"83",1,"Alabama","South",2020-07-03,42255,915,1006,21,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,47.66,47.66,49.11,49.11,37.5,37.5,0.49,"alabama"
"84",1,"Alabama","South",2020-07-04,43216,961,1007,1,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,47.66,47.66,49.11,49.11,37.5,37.5,0.49,"alabama"
"85",1,"Alabama","South",2020-07-05,44022,806,1007,0,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,47.66,47.66,49.11,49.11,37.5,37.5,0.49,"alabama"
"86",1,"Alabama","South",2020-07-06,44932,910,1007,0,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,47.66,47.66,49.11,49.11,37.5,37.5,0.49,"alabama"
"87",1,"Alabama","South",2020-07-07,46348,1416,1033,26,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,47.66,47.66,49.11,49.11,37.5,37.5,0.49,"alabama"
"88",1,"Alabama","South",2020-07-08,48149,1801,1058,25,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,47.66,47.66,49.11,49.11,37.5,37.5,0.49,"alabama"
"89",1,"Alabama","South",2020-07-09,49695,1546,1068,10,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,47.66,47.66,49.11,49.11,37.5,37.5,0.49,"alabama"
"90",1,"Alabama","South",2020-07-10,51329,1634,1104,36,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,47.66,47.66,49.11,49.11,37.5,37.5,0.49,"alabama"
"91",1,"Alabama","South",2020-07-11,52802,1473,1114,10,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,47.66,47.66,49.11,49.11,37.5,37.5,0.49,"alabama"
"92",1,"Alabama","South",2020-07-12,54781,1979,1121,7,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,47.66,47.66,49.11,49.11,37.5,37.5,0.49,"alabama"
"93",1,"Alabama","South",2020-07-13,56168,1387,1124,3,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,47.66,47.66,49.11,49.11,37.5,37.5,0.49,"alabama"
"94",1,"Alabama","South",2020-07-14,58284,2116,1164,40,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,47.66,47.66,49.11,49.11,37.5,37.5,0.49,"alabama"
"95",1,"Alabama","South",2020-07-15,60194,1910,1211,47,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,47.66,47.66,49.11,49.11,37.5,37.5,0.49,"alabama"
"96",1,"Alabama","South",2020-07-16,62128,1934,1230,19,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,48.44,48.44,50,50,37.5,37.5,0.49,"alabama"
"97",1,"Alabama","South",2020-07-17,64152,2024,1265,35,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,48.44,48.44,50,50,37.5,37.5,0.49,"alabama"
"98",1,"Alabama","South",2020-07-18,66181,2029,1286,21,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,48.44,48.44,50,50,37.5,37.5,0.49,"alabama"
"99",1,"Alabama","South",2020-07-19,67733,1552,1287,1,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,48.44,48.44,50,50,37.5,37.5,0.49,"alabama"
"100",1,"Alabama","South",2020-07-20,69236,1503,1291,4,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,48.44,48.44,50,50,37.5,37.5,0.49,"alabama"
"101",1,"Alabama","South",2020-07-21,70600,1364,1303,12,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,48.44,48.44,50,50,37.5,37.5,0.49,"alabama"
"102",1,"Alabama","South",2020-07-22,72594,1994,1364,61,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,48.44,48.44,50,50,37.5,37.5,0.49,"alabama"
"103",1,"Alabama","South",2020-07-23,74685,2091,1397,33,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,48.44,48.44,50,50,37.5,37.5,0.49,"alabama"
"104",1,"Alabama","South",2020-07-24,76795,2110,1438,41,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,48.44,48.44,50,50,37.5,37.5,0.49,"alabama"
"105",1,"Alabama","South",2020-07-25,78188,1393,1456,18,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,48.44,48.44,50,50,37.5,37.5,0.49,"alabama"
"106",1,"Alabama","South",2020-07-26,79948,1760,1473,17,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,48.44,48.44,50,50,37.5,37.5,0.49,"alabama"
"107",1,"Alabama","South",2020-07-27,81256,1308,1491,18,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,48.44,48.44,50,50,37.5,37.5,0.49,"alabama"
"108",1,"Alabama","South",2020-07-28,82698,1442,1491,0,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,48.44,48.44,50,50,37.5,37.5,0.49,"alabama"
"109",1,"Alabama","South",2020-07-29,84652,1954,1538,47,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,48.44,48.44,50,50,37.5,37.5,0.49,"alabama"
"110",1,"Alabama","South",2020-07-30,86664,2012,1565,27,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,48.44,48.44,50,50,37.5,37.5,0.49,"alabama"
"111",1,"Alabama","South",2020-07-31,88266,1602,1580,15,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,48.44,48.44,50,50,37.5,37.5,0.49,"alabama"
"112",1,"Alabama","South",2020-08-01,90299,2033,1603,23,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,48.44,48.44,50,50,37.5,37.5,0.49,"alabama"
"113",1,"Alabama","South",2020-08-02,91458,1159,1627,24,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,48.44,48.44,50,50,37.5,37.5,0.49,"alabama"
"114",1,"Alabama","South",2020-08-03,92502,1044,1633,6,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,48.44,48.44,50,50,37.5,37.5,0.49,"alabama"
"115",1,"Alabama","South",2020-08-04,93457,955,1666,33,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,48.44,48.44,50,50,37.5,37.5,0.49,"alabama"
"116",1,"Alabama","South",2020-08-05,95323,1866,1695,29,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,48.44,48.44,50,50,37.5,37.5,0.49,"alabama"
"117",1,"Alabama","South",2020-08-06,97044,1721,1714,19,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,48.44,48.44,50,50,37.5,37.5,0.49,"alabama"
"118",1,"Alabama","South",2020-08-07,98895,1851,1735,21,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,48.44,48.44,50,50,37.5,37.5,0.49,"alabama"
"119",1,"Alabama","South",2020-08-08,99854,959,1755,20,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,48.44,48.44,50,50,37.5,37.5,0.49,"alabama"
"120",1,"Alabama","South",2020-08-09,101466,1612,1768,13,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,48.44,48.44,50,50,37.5,37.5,0.49,"alabama"
"121",1,"Alabama","South",2020-08-10,102391,925,1797,29,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,48.44,48.44,50,50,37.5,37.5,0.49,"alabama"
"122",1,"Alabama","South",2020-08-11,103485,1094,1847,50,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,48.44,48.44,50,50,37.5,37.5,0.49,"alabama"
"123",1,"Alabama","South",2020-08-12,104219,734,1882,35,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,48.44,48.44,50,50,37.5,37.5,0.49,"alabama"
"124",1,"Alabama","South",2020-08-13,104976,757,1890,8,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,48.44,48.44,50,50,37.5,37.5,0.49,"alabama"
"125",1,"Alabama","South",2020-08-14,106096,1120,1893,3,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,48.44,48.44,50,50,37.5,37.5,0.49,"alabama"
"126",1,"Alabama","South",2020-08-15,106926,830,1896,3,0,0,4903185,"Alabama",224870.6,45691,36.11,36.11,53.57,53.57,48.44,48.44,50,50,37.5,37.5,0.49,"alabama"
"127",1,"Alabama","South",2020-08-16,107667,741,1898,2,0,0,4903185,"Alabama",224870.6,45691,32.41,32.41,50,50,46.35,46.35,47.62,47.62,37.5,37.5,0.49,"alabama"
"128",1,"Alabama","South",2020-08-17,109092,1425,1925,27,0,0,4903185,"Alabama",224870.6,45691,32.41,32.41,50,50,46.35,46.35,47.62,47.62,37.5,37.5,0.49,"alabama"
"129",1,"Alabama","South",2020-08-18,110415,1323,1936,11,0,0,4903185,"Alabama",224870.6,45691,32.41,32.41,50,50,46.35,46.35,47.62,47.62,37.5,37.5,0.49,"alabama"
"130",1,"Alabama","South",2020-08-19,111696,1281,1944,8,0,0,4903185,"Alabama",224870.6,45691,32.41,32.41,50,50,46.35,46.35,47.62,47.62,37.5,37.5,0.49,"alabama"
"131",1,"Alabama","South",2020-08-20,112737,1041,1974,30,0,0,4903185,"Alabama",224870.6,45691,32.41,32.41,50,50,46.35,46.35,47.62,47.62,37.5,37.5,0.49,"alabama"
"132",1,"Alabama","South",2020-08-21,114212,1475,1996,22,0,0,4903185,"Alabama",224870.6,45691,32.41,32.41,50,50,46.35,46.35,47.62,47.62,37.5,37.5,0.49,"alabama"
"133",1,"Alabama","South",2020-08-22,114809,597,2011,15,0,0,4903185,"Alabama",224870.6,45691,32.41,32.41,50,50,46.35,46.35,47.62,47.62,37.5,37.5,0.49,"alabama"
"134",1,"Alabama","South",2020-08-23,115485,676,2013,2,0,0,4903185,"Alabama",224870.6,45691,32.41,32.41,50,50,46.35,46.35,47.62,47.62,37.5,37.5,0.49,"alabama"
"135",1,"Alabama","South",2020-08-24,116045,560,2024,11,0,0,4903185,"Alabama",224870.6,45691,34.26,34.26,50,50,47.4,47.4,48.81,48.81,37.5,37.5,0.49,"alabama"
"136",1,"Alabama","South",2020-08-25,118190,2145,2037,13,0,0,4903185,"Alabama",224870.6,45691,34.26,34.26,50,50,47.4,47.4,48.81,48.81,37.5,37.5,0.49,"alabama"
"137",1,"Alabama","South",2020-08-26,119904,1714,2045,8,0,0,4903185,"Alabama",224870.6,45691,34.26,34.26,50,50,47.4,47.4,48.81,48.81,37.5,37.5,0.49,"alabama"
